X	Y
468	2015.596
469	1947.836
470	1925.958
471	1935.690
472	1899.511
473	1896.774
474	1882.118
475	1878.176
476	1854.385
477	1864.618
478	1825.227
479	1789.798
480	1840.454
481	1838.981
482	1775.649
483	1784.445
484	1720.800
485	1782.868
486	1716.952
487	1747.831
488	1774.891
489	1739.065
490	1743.833
491	1716.999
492	1734.197
493	1720.350
494	1680.623
495	1711.394
496	1735.017
497	1711.450
498	1680.646
499	1666.210
500	1742.906
501	1683.293
502	1704.328
503	1712.748
504	1669.710
505	1628.032
506	1696.571
507	1652.360
508	1615.070
509	1659.576
510	1590.072
511	1612.008
512	1616.131
513	1635.326
514	1626.131
515	1634.122
516	1606.375
517	1582.084
518	1654.276
519	1612.954
520	1603.606
521	1635.542
522	1573.845
523	1587.391
524	1581.355
525	1584.548
526	1556.247
527	1567.647
528	1539.597
529	1580.041
530	1587.838
531	1604.042
532	1563.689
533	1577.942
534	1588.748
535	1603.453
536	1537.462
537	1556.494
538	1589.033
539	1536.269
540	1605.901
541	1556.508
542	1508.034
543	1521.380
544	1505.996
545	1558.583
546	1507.143
547	1531.417
548	1588.246
549	1522.486
550	1566.523
551	1568.242
552	1551.596
553	1555.682
554	1553.554
555	1541.255
556	1524.033
557	1545.821
558	1544.845
559	1506.862
560	1542.848
561	1552.235
562	1539.223
563	1524.098
564	1577.978
565	1519.455
566	1508.168
567	1552.422
568	1566.945
569	1582.197
570	1567.939
571	1580.148
572	1575.352
573	1569.242
574	1536.762
575	1585.875
576	1600.885
577	1588.804
578	1581.970
579	1577.304
580	0.000
