X	Y
1	1818.648
2	1823.954
3	1805.916
4	1806.675
5	1790.512
6	1785.271
7	1779.991
8	1795.436
9	1793.263
10	1808.334
11	1787.089
12	1828.498
13	1804.007
14	1800.523
15	1808.096
16	1812.582
17	1782.972
18	1801.464
19	1788.062
20	1787.720
21	1784.280
22	1795.506
23	1767.832
24	1805.169
25	1783.351
26	1810.514
27	1790.296
28	1779.344
29	1802.823
30	1762.803
31	1776.178
32	1781.091
33	1785.476
34	1772.339
35	1771.888
36	1782.218
37	1763.366
38	1791.418
39	1770.152
40	1798.552
41	1800.266
42	1759.555
43	1783.320
44	1781.792
45	1772.992
46	1785.643
47	1780.386
48	1775.736
49	1771.406
50	1785.358
51	1764.832
52	1774.090
53	1767.502
54	1774.329
55	1777.221
56	1771.735
57	1790.006
58	1750.455
59	1766.349
60	1805.879
61	1763.042
62	1770.573
63	1770.766
64	1767.781
65	1755.857
66	1759.128
67	1765.500
68	1755.634
69	1766.470
70	1749.373
71	1748.337
72	1771.009
73	1753.625
74	1768.902
75	1744.937
76	1765.702
77	1746.548
78	1751.971
79	1767.266
80	1747.999
81	1747.311
82	1741.932
83	1749.460
84	1719.814
85	1730.798
86	1730.761
87	1774.514
88	1754.677
89	1740.163
90	1750.026
91	1725.955
92	1780.486
93	1763.319
94	1741.766
95	1736.527
96	1748.384
97	1741.361
98	1754.146
99	1727.068
100	1756.110
101	1722.185
102	1714.808
103	1714.759
104	1720.420
105	1714.340
106	1724.681
107	1725.232
108	1701.809
109	1725.568
110	1731.716
111	1717.181
112	1713.474
113	1718.516
114	1714.302
115	1718.943
116	1714.138
117	1719.072
118	1725.871
119	1729.296
120	1689.867
121	1721.616
122	1737.160
123	1728.093
124	1726.596
125	1716.996
126	1719.603
127	1712.182
128	1718.564
129	1714.447
130	1724.013
131	1705.042
132	1707.030
133	1697.902
134	1713.239
135	1713.240
136	1713.889
137	1713.623
138	1704.365
139	1702.424
140	1698.270
141	1711.381
142	939.112
143	835.025
144	1791.280
145	611.370
146	609.927
147	605.088
148	630.542
149	1233.411
150	1842.480
151	1725.538
152	1757.760
153	1711.984
154	1737.204
155	1725.186
156	1755.526
157	1700.075
158	1808.334
159	1732.091
160	1785.141
161	1727.956
162	1740.096
163	1765.302
164	1725.227
165	1743.625
166	1814.363
167	1735.309
168	1760.366
169	1736.584
170	1765.878
171	1761.774
172	1779.430
173	1772.157
174	1705.447
175	1756.501
176	1769.488
177	1814.195
178	1768.070
179	1920.174
180	1808.354
181	1777.649
182	1782.982
183	1805.020
184	1792.490
185	1800.798
186	1803.482
187	1822.226
188	1800.482
189	1777.728
190	1820.229
191	1791.402
192	1809.926
193	1757.274
194	1805.975
195	1818.311
196	1852.947
197	1823.172
198	1830.503
199	1829.839
200	1830.254
201	1820.380
202	1884.100
203	1809.554
204	1765.980
205	1814.680
206	1783.152
207	1838.767
208	1829.338
209	1891.788
210	1833.335
211	1856.037
212	1843.406
213	1834.004
214	1826.242
215	1830.906
216	1807.386
217	1840.207
218	1795.079
219	1810.203
220	1819.801
221	1814.554
222	1823.734
223	1791.368
224	1821.212
225	1833.711
226	1846.341
227	1818.779
228	1839.535
229	1842.924
230	1800.298
231	1836.362
232	1822.566
233	1817.089
234	1814.008
235	1806.557
236	1733.864
237	1790.821
238	1782.674
239	1840.898
240	1810.417
241	1798.547
242	1772.098
243	1785.857
244	1796.709
245	1805.391
246	1885.182
247	1799.725
248	1840.406
249	1816.212
250	1794.039
251	1791.100
252	1821.466
253	1814.779
254	1817.246
255	1795.214
256	1818.728
257	1797.574
258	1772.822
259	1788.930
260	1787.012
261	1770.693
262	1797.813
263	1776.613
264	1771.850
265	1793.835
266	1773.417
267	1784.159
268	1760.260
269	1753.521
270	1778.510
271	1759.616
272	1773.183
273	1750.128
274	1755.683
275	1743.936
276	1763.354
277	1781.735
278	1756.381
279	1759.672
280	1763.069
281	1743.894
282	1748.156
283	1740.952
284	1753.146
285	1749.525
286	1748.360
287	1765.481
288	1752.090
289	1760.089
290	1748.423
291	1771.781
292	1767.807
293	1740.207
294	1759.158
295	1759.330
296	1761.253
297	1746.366
298	1725.942
299	1746.017
300	1745.467
301	1727.810
302	1732.074
303	1727.765
304	1701.011
305	1737.669
306	1700.649
307	1732.972
308	1721.372
309	1718.030
310	1722.882
311	1689.245
312	1715.570
313	1688.986
314	1690.591
315	1720.762
316	1721.000
317	1700.913
318	1708.360
319	1725.414
320	1691.850
321	1724.280
322	1742.761
323	1712.543
324	1713.852
325	1695.060
326	1712.495
327	1684.011
328	1685.788
329	1696.122
330	1713.578
331	1687.658
332	1688.817
333	1677.311
334	1686.760
335	1688.297
336	1696.961
