"Time","RelTime","Trial_ID","Larva_ID","Genotype","State","Transducer_factor","Pressure_Level","Plasmid","Period","FileName","CBF","Beat","CBF_MODA","PressVal"
1,-29,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-0.txt",16.7743017696888,1,NA,-0.335416666666667
2,-28,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-200.txt",17.1526586620926,1,8.8527945,-0.366071428571429
3,-27,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-400.txt",NA,0,8.6120015,-0.344298245614035
4,-26,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-600.txt",14.6568465794584,1,8.7560375,-0.352678571428572
5,-25,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-800.txt",15.6103652825476,1,9.184022,-0.354166666666667
6,-24,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-1000.txt",13.4408602150538,1,8.4794365,-0.341981132075472
7,-23,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-1200.txt",18.5202333549403,1,8.9053975,-0.324074074074075
8,-22,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-1400.txt",14.7405660377358,1,8.817251,-0.332547169811321
9,-21,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-1600.txt",18.3435751627992,1,8.579673,-0.347222222222222
10,-20,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-1800.txt",17.9937022042285,1,8.8647775,-0.333333333333333
11,-19,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-2000.txt",14.7405660377358,1,8.5263235,-0.327830188679246
12,-18,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-2200.txt",20.6249355470764,1,8.826617,-0.331018518518519
13,-17,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-2400.txt",16.4298036638462,1,8.670906,-0.339622641509434
14,-16,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-2600.txt",20.1085863663784,1,8.7425525,-0.333333333333333
15,-15,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-2800.txt",18.8803927121684,1,8.2425095,-0.332547169811321
16,-14,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-3000.txt",NA,0,7.9837895,-0.308962264150944
17,-13,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-3200.txt",NA,0,7.8751975,-0.319444444444444
18,-12,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-3400.txt",NA,0,8.38841,-0.29245283018868
19,-11,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-3600.txt",20.7210940737671,1,8.2031755,-0.298611111111111
20,-10,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-3800.txt",NA,0,8.04905,-0.310000000000001
21,-9,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-4000.txt",19.2159877017679,1,8.4033395,-0.308823529411765
22,-8,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-4200.txt",16.4109296791663,1,9.8138205,-0.323529411764706
23,-7,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-4400.txt",15.4774802662127,1,10.464321,-0.330882352941177
24,-6,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-4600.txt",15.0071283859833,1,10.0525555,-0.338235294117648
25,-5,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-4800.txt",16.5768752590137,1,9.955025,-0.35
26,-4,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-5000.txt",17.3678954452694,1,9.689518,-0.343137254901961
27,-3,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-5200.txt",18.0245133381399,1,9.793409,-0.355392156862745
28,-2,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-5400.txt",17.0183798502383,1,9.62428,-0.33
29,-1,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-5600.txt",18.1061017562919,1,9.397888,-0.338235294117648
30,0,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","Before","210521_M1_L1_E001_Kymo-1-24000_-5800.txt",19.3948797517455,1,9.4421385,-0.345
31,1,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-6000.txt",20.0904068307383,1,9.48247,-0.321078431372549
32,2,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-6200.txt",19.2363181687025,1,9.386045,-0.357843137254902
33,3,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-6400.txt",21.4984413630012,1,9.295363,-0.34
34,4,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-6600.txt",17.120356103407,1,10.07245,-0.340686274509804
35,5,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-6800.txt",20.7943439384487,1,10.310323,-0.3425
36,6,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-7000.txt",16.059742241137,1,9.6500725,-0.316176470588236
37,7,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-7200.txt",17.8316690442225,1,9.370011,-0.306372549019608
38,8,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-7400.txt",18.4604024367731,1,9.075488,-0.3075
39,9,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-7600.txt",18.3637866127996,1,9.209411,-0.316176470588236
40,10,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-7800.txt",19.3948797517455,1,9.2672335,-0.3075
41,11,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-8000.txt",18.0245133381399,1,9.3124815,-0.311274509803922
42,12,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-8200.txt",18.3562021017851,1,9.0364345,-0.306372549019608
43,13,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-8400.txt",21.8531468531469,1,9.120458,-0.315
44,14,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-8600.txt",19.2113731328947,1,9.0994685,-0.306372549019608
45,15,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-8800.txt",20.0904068307383,1,9.068116,-0.3175
46,16,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-9000.txt",19.2159877017679,1,8.9918665,-0.323529411764706
47,17,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-9200.txt",16.3806871698268,1,9.175607,-0.32843137254902
48,18,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-9400.txt",NA,0,8.7909295,-0.3275
49,19,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-9600.txt",20.6249355470764,1,8.9883115,-0.313725490196079
50,20,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-9800.txt",17.8316690442225,1,8.930153,-0.340686274509804
51,21,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-10000.txt",18.2381907714755,1,9.2657225,-0.340686274509804
52,22,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-10200.txt",19.3948797517455,1,9.0693525,-0.32843137254902
53,23,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-10400.txt",20.7921821395155,1,9.040652,-0.315
54,24,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-10600.txt",16.5261940175178,1,8.8883975,-0.316176470588236
55,25,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-10800.txt",18.5202333549403,1,9.0591975,-0.340686274509804
56,26,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-11000.txt",19.5656427313637,1,8.9463035,-0.3275
57,27,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-11200.txt",19.2159877017679,1,8.8955425,-0.325980392156863
58,28,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-11400.txt",17.8316690442225,1,8.8861275,-0.3275
59,29,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-11600.txt",16.6181969256336,1,8.7583165,-0.313725490196079
60,30,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_1","210521_M1_L1_E001_Kymo-1-24000_-11800.txt",17.1526586620926,1,8.849626,-0.318627450980392
61,31,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-12000.txt",19.5656427313637,1,8.8381025,-0.305
62,32,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-12200.txt",15.3627530053386,1,8.9851035,-0.313725490196079
63,33,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-12400.txt",19.0439916206437,1,8.7343365,-0.3125
64,34,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-12600.txt",NA,0,8.690563,-0.318627450980392
65,35,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-12800.txt",NA,0,8.7578275,-0.313725490196079
66,36,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-13000.txt",17.8316690442225,1,8.946407,-0.3125
67,37,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-13200.txt",19.2159877017679,1,8.7842015,-0.313725490196079
68,38,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-13400.txt",15.7927984838913,1,8.6321295,-0.305
69,39,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-13600.txt",18.6933358257781,1,8.895595,-0.316176470588236
70,40,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-13800.txt",14.4211702779681,1,8.7578455,-0.316176470588236
71,41,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-14000.txt",19.7530864197531,1,8.629592,-0.3025
72,42,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-14200.txt",21.143884131515,1,8.9578225,-0.301470588235295
73,43,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-14400.txt",17.3025348213513,1,8.6499975,-0.296568627450981
74,44,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-14600.txt",15.9438775510204,1,8.8104975,-0.299019607843137
75,45,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-14800.txt",13.3618385889898,1,8.874313,-0.299019607843137
76,46,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-15000.txt",17.4383119714012,1,8.5862385,-0.2875
77,47,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-15200.txt",20.271639975674,1,8.851905,-0.28921568627451
78,48,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-15400.txt",17.3025348213513,1,8.50613,-0.294117647058824
79,49,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-15600.txt",20.4394481349004,1,9.018724,-0.299019607843137
80,50,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-15800.txt",NA,0,8.5928055,-0.28921568627451
81,51,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-16000.txt",16.9592130925125,1,8.904,-0.2925
82,52,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-16200.txt",NA,0,8.7241075,-0.294117647058824
83,53,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-16400.txt",17.120356103407,1,8.701762,-0.279411764705883
84,54,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-16600.txt",15.6103652825476,1,9.021773,-0.3
85,55,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-16800.txt",18.8679245283019,1,8.911142,-0.296568627450981
86,56,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-17000.txt",17.4687745654642,1,8.59923,-0.2825
87,57,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-17200.txt",19.7530864197531,1,8.923635,-0.28921568627451
88,58,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-17400.txt",16.3269748836703,1,8.5956765,-0.296568627450981
89,59,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-17600.txt",19.9183348272084,1,8.7993025,-0.297500000000001
90,60,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","During_2","210521_M1_L1_E001_Kymo-1-24000_-17800.txt",NA,0,8.6063025,-0.284313725490196
91,61,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-18000.txt",16.8868999873348,1,8.7744015,-0.285000000000001
92,62,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-18200.txt",17.9937022042285,1,8.4257695,-0.477941176470588
93,63,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-18400.txt",20.271639975674,1,8.930371,-0.495098039215686
94,64,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-18600.txt",17.8715038870521,1,8.6565865,-0.4875
95,65,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-18800.txt",16.2800162800163,1,8.5945395,-0.484375
96,66,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-19000.txt",18.5795903200334,1,8.606339,-0.4921875
97,67,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-19200.txt",17.3025348213513,1,8.8744825,-0.486979166666666
98,68,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-19400.txt",15.0727259024795,1,8.6376545,-0.49234693877551
99,69,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-19600.txt",NA,0,8.7344515,-0.489583333333334
100,70,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-19800.txt",NA,0,8.6902455,-0.479166666666667
101,71,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-20000.txt",19.5656427313637,1,8.860076,-0.486979166666666
102,72,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-20200.txt",18.1719062329638,1,8.3016365,-0.486979166666666
103,73,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-20400.txt",NA,0,10.146755,-0.486979166666666
104,74,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-20600.txt",17.0183798502383,1,9.444874,-0.481770833333333
105,75,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-20800.txt",18.0973638173373,1,8.8253045,-0.484375
106,76,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-21000.txt",19.9183348272084,1,8.6837335,-0.489583333333334
107,77,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-21200.txt",15.0727259024795,1,8.5399145,-0.46875
108,78,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-21400.txt",17.9937022042285,1,8.7726155,-0.479166666666667
109,79,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-21600.txt",16.2800162800163,1,8.8368685,-0.494791666666666
110,80,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-21800.txt",NA,0,8.50275,-0.487244897959183
111,81,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-22000.txt",21.0238620834647,1,9.0206325,-0.494897959183673
112,82,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-22200.txt",17.3025348213513,1,8.4839835,-0.473958333333333
113,83,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-22400.txt",18.3435751627992,1,8.961638,-0.510416666666667
114,84,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-22600.txt",18.6933358257781,1,8.7720355,-0.473958333333333
115,85,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-22800.txt",NA,0,8.8619025,-0.5
116,86,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-23000.txt",17.9597701149425,1,8.7214835,-0.486979166666666
117,87,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-23200.txt",18.6933358257781,1,8.5829505,-0.489583333333334
118,88,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-23400.txt",19.5656427313637,1,8.7687405,-0.497395833333333
119,89,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-23600.txt",14.7405660377358,1,8.4469835,-0.4765625
120,90,"210521_M1_L1_E001","210521_M1_L1","WT","positive",0.125,"0","pLB316","After","210521_M1_L1_E001_Kymo-1-24000_-23800.txt",18.6933358257781,1,NA,NA
1,-29,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-0.txt",18.7055742611298,1,NA,-1.19166666666667
2,-28,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-200.txt",17.1526586620926,1,9.121822,-1.17857142857143
3,-27,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-400.txt",17.3295208387488,1,9.025227,-1.14912280701754
4,-26,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-600.txt",19.7413878195637,1,9.095067,-1.15625
5,-25,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-800.txt",16.479894528675,1,8.8729955,-1.13888888888889
6,-24,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-1000.txt",18.8679245283019,1,9.015205,-1.11792452830189
7,-23,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-1200.txt",19.5656427313637,1,8.9450385,NA
8,-22,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-1400.txt",16.8152009416513,1,8.9346895,-1.10377358490566
9,-21,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-1600.txt",16.6181969256336,1,8.7175775,-1.06944444444444
10,-20,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-1800.txt",15.6103652825476,1,8.8165675,-1.04166666666667
11,-19,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-2000.txt",19.7413878195637,1,9.070563,-1.03301886792453
12,-18,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-2200.txt",18.3435751627992,1,8.603915,-1.02314814814815
13,-17,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-2400.txt",18.5202333549403,1,8.9038215,-1.0188679245283
14,-16,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-2600.txt",19.2132186944618,1,8.608985,-0.99537037037037
15,-15,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-2800.txt",16.479894528675,1,8.778369,-1.00943396226415
16,-14,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-3000.txt",16.9592130925125,1,8.5310595,-1.04245283018868
17,-13,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-3200.txt",17.8316690442225,1,9.0208445,-1.02777777777778
18,-12,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-3400.txt",17.3025348213513,1,8.579511,-1.04716981132075
19,-11,"210521_M1_L1_E002","210521_M1_L1","WT","positive",0.25,"85","pLB316","Before","210521_M1_L1_E002_Kymo-1-24000_-3600.txt",19.0439916206437,1,8.505183,-1.03240740740741
