"Time","RelTime","Trial_ID","Larva_ID","Genotype","State","Transducer_factor","Pressure_Level","Plasmid","Period","FileName","CBF","Beat","CBF_MODA","PressVal"
26,-4,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","Before","060222_M1_L2_E005_Kymo-1-24000_-5000.txt",14.3302403897825,1,10.1493125,0.120098039215687
27,-3,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","Before","060222_M1_L2_E005_Kymo-1-24000_-5200.txt",20.3417412530513,1,10.52495,0.122549019607843
28,-2,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","Before","060222_M1_L2_E005_Kymo-1-24000_-5400.txt",21.9226131754905,1,10.243474,0.1225
29,-1,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","Before","060222_M1_L2_E005_Kymo-1-24000_-5600.txt",16.8067226890756,1,10.3208415,0.107843137254902
30,0,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","Before","060222_M1_L2_E005_Kymo-1-24000_-5800.txt",16.7280026764804,1,10.44694,0.1225
31,1,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-6000.txt",19.0542729207025,1,10.222736,0.125
32,2,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-6200.txt",21.7817468961011,1,10.440375,0.125
33,3,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-6400.txt",16.8997422789302,1,10.231229,0.120000000000001
34,4,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-6600.txt",17.9472798653954,1,10.2383875,0.120098039215687
35,5,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-6800.txt",18.4119677790564,1,10.429605,0.120000000000001
36,6,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-7000.txt",17.6530297012225,1,10.3580025,0.117647058823529
37,7,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-7200.txt",17.082336863683,1,10.2724085,0.105392156862745
38,8,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-7400.txt",19.0156245048014,1,10.37789,0.120000000000001
39,9,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-7600.txt",17.3347778981582,1,10.340295,0.122549019607843
40,10,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-7800.txt",16.8819110323289,1,10.195331,0.125
41,11,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-8000.txt",15.7278041364125,1,10.385845,0.125
42,12,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-8200.txt",17.7596234959819,1,10.2814355,0.122549019607843
43,13,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-8400.txt",17.6475778699374,1,10.2585035,0.1225
44,14,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-8600.txt",13.4030290845731,1,10.462805,0.117647058823529
45,15,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-8800.txt",18.2999359502242,1,10.15726,0.115
46,16,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-9000.txt",16.8947457340767,1,10.48683,0.122549019607843
47,17,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-9200.txt",19.1149765841537,1,10.2313995,0.125
48,18,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-9400.txt",20.8355036983019,1,10.27253,0.125
49,19,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-9600.txt",15.4231733179102,1,10.3334305,0.125
50,20,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-9800.txt",18.4201639394591,1,10.1632065,0.125
51,21,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-10000.txt",17.1355133514208,1,10.424,0.125
52,22,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-10200.txt",15.4870682979712,1,10.3282995,0.122549019607843
53,23,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-10400.txt",NA,0,10.309159,0.1125
54,24,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-10600.txt",16.2000162000162,1,10.327566,0.112745098039216
55,25,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-10800.txt",15.470297029703,1,10.246467,0.110294117647058
56,26,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-11000.txt",15.0591069949552,1,10.424885,0.1
57,27,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-11200.txt",15.1917964299278,1,10.229356,0.100490196078432
58,28,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-11400.txt",17.1152282743571,1,10.46135,0.0924999999999995
59,29,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-11600.txt",17.5685172171469,1,10.270052,0.0808823529411765
60,30,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_1","060222_M1_L2_E005_Kymo-1-24000_-11800.txt",14.7775971627013,1,10.21881,0.0784313725490191
61,31,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-12000.txt",18.3024479524136,1,10.440185,0.0975000000000004
62,32,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-12200.txt",21.2059093800806,1,10.195655,0.0833333333333339
63,33,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-12400.txt",19.6241966344503,1,10.418995,0.107500000000001
64,34,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-12600.txt",18.5382583306298,1,10.262585,0.125
65,35,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-12800.txt",18.629779702855,1,10.40253,0.125
66,36,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-13000.txt",18.0139608196352,1,10.2134385,0.125
67,37,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-13200.txt",NA,0,10.3492895,0.125
68,38,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-13400.txt",19.4369756065956,1,10.4032085,0.1275
69,39,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-13600.txt",17.98830760006,1,10.229837,0.127450980392158
70,40,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-13800.txt",16.3205353135583,1,10.40835,0.125
71,41,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-14000.txt",19.8314328210213,1,10.2280145,0.125
72,42,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-14200.txt",14.7666863555818,1,10.2767205,0.125
73,43,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-14400.txt",16.650940778154,1,10.450515,0.125
74,44,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-14600.txt",19.137535085481,1,10.1665925,0.125
75,45,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-14800.txt",13.8350857775318,1,10.473405,0.125
76,46,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-15000.txt",15.95914458985,1,10.2230815,0.125
77,47,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-15200.txt",18.2298787713062,1,10.3730825,0.127450980392158
78,48,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-15400.txt",21.7391304347826,1,10.302775,0.129901960784314
79,49,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-15600.txt",17.2028212626871,1,10.135685,0.125
80,50,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-15800.txt",19.3404893143797,1,10.464185,0.125
81,51,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-16000.txt",17.2632063528599,1,10.2299605,0.13
82,52,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-16200.txt",17.3756914077206,1,10.413965,0.127450980392158
83,53,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-16400.txt",16.2689804772234,1,10.26133,0.127450980392158
84,54,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-16600.txt",18.7846341692496,1,10.10355,0.1275
85,55,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-16800.txt",18.6480186480186,1,10.403305,0.125
86,56,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-17000.txt",18.1842978587989,1,10.314735,0.125
87,57,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-17200.txt",19.5931162851452,1,10.170968,0.129901960784314
88,58,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-17400.txt",23.1830300220239,1,10.43278,0.125
89,59,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-17600.txt",17.4345116157434,1,10.1916385,0.125
90,60,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","During_2","060222_M1_L2_E005_Kymo-1-24000_-17800.txt",19.2585459797785,1,10.260859,0.00735294117647084
91,61,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-18000.txt",20.3821656050955,1,10.320946,0.00249999999999972
92,62,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-18200.txt",18.0864532465184,1,10.288006,-0.0171568627450984
93,63,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-18400.txt",15.2491327055774,1,10.211908,-0.0343137254901961
94,64,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-18600.txt",18.2993778211541,1,10.47269,-0.0725000000000003
95,65,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-18800.txt",19.8039409842559,1,10.15711,-0.0677083333333335
96,66,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-19000.txt",16.3172064942482,1,10.441465,-0.114583333333333
97,67,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-19200.txt",16.578936461226,1,10.31617,-0.109375
98,68,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-19400.txt",18.4255377953844,1,10.26408,-0.0765306122448982
99,69,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-19600.txt",21.6684723726977,1,10.143505,-0.0494791666666668
100,70,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-19800.txt",17.1350239890336,1,10.37225,-0.0703124999999999
101,71,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-20000.txt",14.5602795573675,1,10.2474825,-0.0546875000000002
102,72,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-20200.txt",16.6306336271412,1,10.33941,-0.072916666666667
103,73,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-20400.txt",20.8702911405614,1,10.1578575,-0.1015625
104,74,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-20600.txt",19.7778290536309,1,10.360595,-0.104166666666667
105,75,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-20800.txt",16.2199424192044,1,10.18952,-0.104166666666667
106,76,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-21000.txt",19.2957067052581,1,10.171522,-0.0989583333333335
107,77,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-21200.txt",17.5062365967876,1,10.133612,-0.109375
108,78,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-21400.txt",17.8757634440638,1,10.357325,-0.1171875
109,79,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-21600.txt",16.1727246997938,1,10.163019,-0.104166666666667
110,80,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-21800.txt",18.5416956380661,1,10.1968365,-0.0994897959183672
111,81,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-22000.txt",18.9295348066821,1,10.3553675,-0.10204081632653
112,82,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-22200.txt",NA,0,10.1231515,-0.1015625
113,83,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-22400.txt",18.0318261731957,1,10.1828425,-0.0937500000000001
114,84,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-22600.txt",14.1302811925957,1,10.334425,-0.0911458333333337
115,85,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-22800.txt",19.4969779684149,1,10.16348,-0.0937500000000001
116,86,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-23000.txt",19.5055346954698,1,10.311265,-0.0833333333333332
117,87,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-23200.txt",15.4404385084536,1,10.1672225,-0.0833333333333332
118,88,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-23400.txt",18.8270733314506,1,10.324415,-0.0937500000000001
119,89,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-23600.txt",15.73192794777,1,10.128288,-0.1015625
120,90,"060222_M1_L2_E005","060222_M1_L2","WT","positive",0.125,"0","pLB316","After","060222_M1_L2_E005_Kymo-1-24000_-23800.txt",23.2450023245002,1,NA,NA
1,-29,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-0.txt",NA,0,NA,0.45
2,-28,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-200.txt",18.0570603105814,1,11.33467,0.361607142857143
3,-27,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-400.txt",19.6174595389897,1,11.675805,0.302631578947368
4,-26,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-600.txt",18.5545969013823,1,12.157795,0.263392857142858
5,-25,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-800.txt",17.176965689011,1,12.47202,0.259259259259259
6,-24,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-1000.txt",17.8412132024978,1,12.584075,0.268867924528302
7,-23,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-1200.txt",17.9872290673622,1,13.16535,0.268518518518518
8,-22,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-1400.txt",14.453477868112,1,14.77777,0.254716981132075
9,-21,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-1600.txt",20.2942668696093,1,15.336195,0.300925925925927
10,-20,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-1800.txt",21.6825672159584,1,15.45663,0.245370370370371
11,-19,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-2000.txt",16.9338451117634,1,16.06938,0.240566037735848
12,-18,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-2200.txt",20.6654267410622,1,16.804895,0.226851851851853
13,-17,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-2400.txt",15.720180782079,1,17.139615,0.245283018867926
14,-16,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-2600.txt",22.8911525695319,1,17.297505,0.217592592592591
15,-15,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-2800.txt",15.9464200287036,1,17.26287,0.235849056603774
16,-14,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-3000.txt",17.4307129161583,1,16.267665,0.245283018867926
17,-13,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-3200.txt",17.563888644946,1,15.02441,0.245370370370371
18,-12,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-3400.txt",13.5556459265284,1,14.421895,0.268867924528302
19,-11,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-3600.txt",14.0311491511155,1,15.25584,0.273148148148147
20,-10,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-3800.txt",13.986013986014,1,13.93949,0.355
21,-9,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-4000.txt",13.5556459265284,1,11.707135,0.274509803921569
22,-8,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-4200.txt",13.2178970325821,1,11.878165,0.245098039215685
23,-7,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-4400.txt",14.0311491511155,1,11.30816,0.254901960784315
24,-6,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-4600.txt",14.2186833499218,1,10.78239,0.269607843137254
25,-5,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-4800.txt",18.3933416103371,1,11.461565,0.290000000000001
26,-4,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-5000.txt",17.0111422982053,1,11.075585,0.259803921568627
27,-3,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-5200.txt",13.4408602150538,1,11.21882,0.240196078431373
28,-2,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-5400.txt",13.9450564774787,1,12.082795,0.245000000000001
29,-1,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-5600.txt",17.0896351362898,1,13.58415,0.186274509803921
30,0,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","Before","060222_M1_L3_E001_Kymo-1-24000_-5800.txt",17.1196233682859,1,13.77432,80.47
31,1,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-6000.txt",16.3432073544433,1,14.37968,82.25
32,2,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-6200.txt",17.1035190490443,1,13.85083,82.6323529411765
33,3,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-6400.txt",19.2018433769642,1,15.261325,85.235
34,4,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-6600.txt",16.5419130722468,1,17.48205,85.078431372549
35,5,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-6800.txt",16.9995750106247,1,16.60758,84.74
36,6,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-7000.txt",16.6050894599195,1,18.08099,84.3725490196078
37,7,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-7200.txt",19.3386192225875,1,18.755765,84
38,8,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-7400.txt",16.6979753704863,1,18.99305,83.635
39,9,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-7600.txt",NA,0,19.787055,83.2303921568627
40,10,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-7800.txt",17.0060796734833,1,19.895905,82.84
41,11,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-8000.txt",16.3078930202218,1,19.641485,85.2549019607843
42,12,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-8200.txt",17.910447761194,1,19.93389,82.8088235294118
43,13,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-8400.txt",15.7207986165697,1,19.76327,85.305
44,14,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-8600.txt",24.1269075336269,1,18.91609,85.2647058823529
45,15,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-8800.txt",NA,0,14.90043,84.94
46,16,"060222_M1_L3_E001","060222_M1_L3","WT","positive",0.25,"85","pLB316","During_1","060222_M1_L3_E001_Kymo-1-24000_-9000.txt",NA,0,13.324595,84.5294117647059
