time	frame	PresV	UV
8357	168	0.47	0
8375	169	0.47	0
8393	170	0.47	0
8411	171	0.47	0
8428	172	0.47	0
8445	173	0.47	0
8464	174	0.47	0
8481	175	0.48	0
8499	175	0.47	0
8516	176	0.48	0
8535	177	0.47	0
8552	178	0.47	0
8569	179	0.48	0
8588	180	0.47	0
8605	181	0.48	0
8623	182	0.48	0
8640	182	0.47	0
8658	183	0.47	0
8676	184	0.47	0
8693	185	0.47	0
8711	186	0.47	0
8729	187	0.48	0
8747	188	0.47	0
8764	189	0.47	0
8781	190	0.47	0
8800	190	0.47	0
8817	191	0.47	0
8835	192	0.48	0
8853	193	0.47	0
8870	194	0.47	0
8888	195	0.47	0
8905	196	0.48	0
8924	197	0.48	0
8941	198	0.47	0
8958	198	0.48	0
8976	199	0.47	0
8994	200	0.47	0
9012	201	0.47	0
9029	202	0.47	0
9047	203	0.47	0
9065	204	0.47	0
9082	205	0.47	0
9100	205	0.47	0
9117	206	0.48	0
9136	207	0.47	0
9153	208	0.48	0
9170	209	0.47	0
9189	210	0.48	0
9206	211	0.47	0
9224	212	0.47	0
9241	213	0.47	0
9260	213	0.47	0
9277	214	0.47	0
9294	215	0.47	0
9312	216	0.48	0
9330	217	0.47	0
9348	218	0.47	0
9365	219	0.47	0
9382	220	0.47	0
9401	221	0.47	0
9418	221	0.47	0
9436	222	0.47	0
9454	223	0.47	0
9472	224	0.47	0
9489	225	0.47	0
9506	226	0.47	0
9525	227	0.48	0
9542	228	0.47	0
9560	228	0.47	0
9577	229	0.47	0
9595	230	0.47	0
9613	231	0.47	0
9630	232	0.47	0
9648	233	0.47	0
9666	234	0.47	0
9683	235	0.47	0
9701	236	0.47	0
9719	236	0.47	0
9737	237	0.47	0
9754	238	0.47	0
9772	239	0.47	0
9790	240	0.48	0
9807	241	0.47	0
9825	242	0.48	0
9842	243	0.47	0
9861	244	0.47	0
9878	244	0.47	0
9895	245	0.47	0
9913	246	0.47	0
9931	247	0.48	0
9949	248	0.48	0
9966	249	0.47	0
9985	250	0.48	0
10002	251	0.47	0
10020	251	0.47	0
10039	252	0.47	0
10058	253	0.47	0
10077	254	0.47	0
10095	255	0.47	0
10114	256	0.47	0
10133	257	0.48	0
10151	258	0.47	0
10170	259	0.47	0
10189	260	0.47	0
10208	261	0.47	0
10226	262	0.47	0
10245	263	0.47	0
10264	264	0.47	0
10283	265	0.47	0
10301	266	0.47	0
10320	266	0.48	0
10339	267	0.48	0
10357	268	0.47	0
10376	269	0.48	0
10395	270	0.47	0
10414	271	0.47	0
10432	272	0.47	0
10451	273	0.47	0
10470	274	0.47	0
10488	275	0.48	0
10507	276	0.47	0
10526	277	0.47	0
10545	278	0.47	0
10563	279	0.47	0
10582	280	0.47	0
10601	281	0.47	0
10619	281	0.47	0
10638	282	0.47	0
10657	283	0.48	0
10676	284	0.47	0
10694	285	0.47	0
10713	286	0.47	0
10732	287	0.47	0
10750	288	0.48	0
10769	289	0.47	0
10788	290	0.47	0
10807	291	0.47	0
10825	292	0.47	0
10844	293	0.48	0
10863	294	0.48	0
10882	295	0.47	0
10900	295	0.47	0
10919	296	0.47	0
10938	297	0.47	0
10956	298	0.47	0
10975	299	0.47	0
10994	300	0.47	0
