"Frame","File_name","Avg_Speed","Avg_Y_displacement","Avg_Y_displacement_Up","Avg_Y_displacement_Down","Avg_Y_movement","Num_Tracks_Up","Num_Tracks_Down","Tortuosity","Straightness_X","Straightness_Y"
26,"011020_E001T_2.avi_lane_125.res",1.57115844346035,0.232680954217564,0.711152207377461,-0.524375740405861,0.232680954217564,222,140,0.584577987131433,-0.00820079035098472,0.227623671647263
27,"011020_E001T_2.avi_lane_126.res",1.59582080976433,0.260371691718904,0.648262999994579,-0.57390247131846,0.260371691718904,271,126,0.569716972236353,-0.0269871962937521,0.210968090963053
28,"011020_E001T_2.avi_lane_127.res",1.64671771146482,0.187931783154496,0.744264339056139,-0.537751603265254,0.187931783154496,226,173,0.567779071292664,-0.0102715481885766,0.181569568944101
29,"011020_E001T_2.avi_lane_128.res",1.66974680946336,0.223109042141363,0.696487734551657,-0.544663510379696,0.223109042141363,247,152,0.542805635088133,0.00408638277602361,0.193959062257609
30,"011020_E001T_2.avi_lane_129.res",1.64426815382258,0.146953075873844,0.686885132284209,-0.634896590226879,0.146953075873844,223,154,0.578264670550188,0.00545748929599547,0.179925397212616
31,"011020_E001T_2.avi_lane_130.res",1.53625802625322,0.278997761943866,0.771146418978976,-0.52626048296305,0.278997761943866,228,139,0.595108879142375,-0.00565428154129023,0.242954133029599
32,"011020_E001T_2.avi_lane_131.res",1.63156966129335,0.232847204044998,0.675648437806791,-0.634715752646836,0.232847204044998,244,124,0.564523966105078,0.00939725801096257,0.217395814036778
33,"011020_E001T_2.avi_lane_132.res",1.58600016635034,0.315997054080007,0.740212243411389,-0.509182816182023,0.315997054080007,259,132,0.585717534535169,-0.0314350391936838,0.236317434342667
34,"011020_E001T_2.avi_lane_133.res",1.71371586574734,0.285300695197174,0.759019152359532,-0.521301002133327,0.285300695197174,252,148,0.56059122245523,-0.00543037145091589,0.228684173534645
35,"011020_E001T_2.avi_lane_134.res",1.70579683507573,0.190246493443134,0.750991636389014,-0.551715067649891,0.190246493443134,217,164,0.574780956110504,0.0072666749166691,0.19781158160275
36,"011020_E001T_2.avi_lane_135.res",1.55997204653007,0.229873014018568,0.72567196577009,-0.577967236038108,0.229873014018568,233,143,0.592995242597281,0.025584318059853,0.216453701579329
37,"011020_E001T_2.avi_lane_136.res",1.59124514215403,0.278574645753291,0.733127496879624,-0.528618198125833,0.278574645753291,251,141,0.583059939635013,0.0267868666571386,0.231635885446779
38,"011020_E001T_2.avi_lane_137.res",1.6340980301175,0.24022487213986,0.734493188338599,-0.527538579022182,0.24022487213986,233,150,0.5526413421903,0.0275132502223533,0.220761556214515
39,"011020_E001T_2.avi_lane_138.res",1.64498858808168,0.319930760354237,0.789207024947706,-0.487735191633162,0.319930760354237,253,147,0.575675633618189,0.0164724316822803,0.233483777494995
40,"011020_E001T_2.avi_lane_139.res",1.70037891284363,0.256334153246539,0.746194218287072,-0.529681801661572,0.256334153246539,238,148,0.57244080893605,0.0327561939920065,0.217504009213356
41,"011020_E001T_2.avi_lane_140.res",1.62265944857272,0.302810680338407,0.742396429018659,-0.560505788752408,0.302810680338407,256,130,0.573488383118359,-0.0038358117909342,0.240470098284833
42,"011020_E001T_2.avi_lane_141.res",1.61199920895507,0.28206079785536,0.655152050397419,-0.500819207478797,0.28206079785536,256,122,0.556071448996201,-0.0179916045836936,0.234698388364104
43,"011020_E001T_2.avi_lane_142.res",1.63318773760215,0.260789006449232,0.678894158660721,-0.506777168506188,0.260789006449232,246,134,0.570079136599181,-0.0233373933902422,0.217310739344887
44,"011020_E001T_2.avi_lane_143.res",1.61739177680093,0.236621801572942,0.654486901077915,-0.577494685393644,0.236621801572942,226,116,0.581156808526833,0.0122351843653751,0.234869850890014
45,"011020_E001T_2.avi_lane_144.res",1.67430071255906,0.256796286840783,0.678219055876835,-0.582832283528755,0.256796286840783,261,131,0.561725662357997,0.0117551234637682,0.231149950928285
46,"011020_E001T_2.avi_lane_145.res",1.57252894247377,0.269649471877011,0.746529909386421,-0.571462480895492,0.269649471877011,224,127,0.606467000805346,0.0253365991219108,0.234540185877665
47,"011020_E001T_2.avi_lane_146.res",1.5475387767226,0.214506342423334,0.662648555495193,-0.515683417337106,0.214506342423334,233,143,0.568907747437029,0.0117424464579982,0.181997142395487
48,"011020_E001T_2.avi_lane_147.res",1.54943086448865,0.116013889862963,0.61269196321353,-0.586186144874045,0.116013889862963,205,145,0.566487695614979,0.00684177852331383,0.164805141995014
49,"011020_E001T_2.avi_lane_148.res",1.67170566751585,0.171427528084592,0.658915729747602,-0.578895511879509,0.171427528084592,242,157,0.558219953084755,-0.0171488095366238,0.176872347867154
50,"011020_E001T_2.avi_lane_149.res",1.65450392010059,0.168008592077784,0.645130070622893,-0.535660986739973,0.168008592077784,226,153,0.550364257658242,-0.0153318831399416,0.166936728925753
51,"011020_E001T_2.avi_lane_150.res",1.57206541588676,0.141451934177768,0.650859382847744,-0.554838720513147,0.141451934177767,231,169,0.546769113365419,-0.0248155084652914,0.161384507047833
52,"011020_E001T_2.avi_lane_151.res",1.61085295452397,0.119226386799442,0.614424550611859,-0.610850559906652,0.119226386799442,229,155,0.566320189049264,-0.0235511434512296,0.152811672645105
53,"011020_E001T_2.avi_lane_152.res",1.61029408532964,0.126333352771247,0.597855558765373,-0.604063789847104,0.126333352771247,237,153,0.548391843215454,-0.0112077840425581,0.151946908824853
54,"011020_E001T_2.avi_lane_153.res",1.65281670605006,0.102533955005278,0.644691328527753,-0.612581599027435,0.102533955005278,215,163,0.545214518046701,-0.0123519711979976,0.148129313051827
55,"011020_E001T_2.avi_lane_154.res",1.65236727593676,0.161691869571322,0.635677468631959,-0.592902708864021,0.161691869571322,228,143,0.556835692921569,0.00433309777698665,0.16613704558612
56,"011020_E001T_2.avi_lane_155.res",1.59961383861844,0.121801988497273,0.625239931320597,-0.597541015882467,0.121801988497273,216,151,0.548890461771335,0.0131471746520454,0.15713024498309
57,"011020_E001T_2.avi_lane_156.res",1.60058830540683,0.123682429962013,0.639272824292824,-0.558531689365949,0.123682429962013,217,164,0.557645629534606,0.0171094488568824,0.144950190898844
58,"011020_E001T_2.avi_lane_157.res",1.52700272359375,0.17399363661131,0.628411225761957,-0.552358887779094,0.17399363661131,203,127,0.568305946024933,0.0241767552547265,0.163424560832896
59,"011020_E001T_2.avi_lane_158.res",1.62191976827626,0.150964476819871,0.617714772357066,-0.568083275764457,0.150964476819871,228,148,0.563596581849202,-0.00540081597636426,0.168927407866336
60,"011020_E001T_2.avi_lane_159.res",1.60381216662134,0.202835612774193,0.692182349637584,-0.524659869362716,0.202835612774193,223,150,0.57568802870732,-0.00837441065950909,0.172922057690541
61,"011020_E001T_2.avi_lane_160.res",1.61659331547152,0.175795250540731,0.629228003615978,-0.520319821081831,0.175795250540731,218,142,0.544595202569245,0.0198240561869901,0.159570783963261
62,"011020_E001T_2.avi_lane_161.res",1.56564591983409,0.121566957359581,0.585220614431842,-0.537140996825838,0.121566957359581,206,145,0.554676713916459,0.0253283757381373,0.13468580252033
63,"011020_E001T_2.avi_lane_162.res",1.58054145101311,0.126986769792309,0.621943867982381,-0.571972916165293,0.126986769792309,209,148,0.572783453943409,-0.0138351667973127,0.159802039897398
64,"011020_E001T_2.avi_lane_163.res",1.52257299630618,0.113504209904845,0.61564057814606,-0.580094226802444,0.113504209904845,192,139,0.566075573528035,-0.0178770538131113,0.14386673028655
65,"011020_E001T_2.avi_lane_164.res",1.55936754101582,0.0611196510214787,0.558623907720252,-0.598967696101731,0.0611196510214787,203,153,0.55897506908138,0.0384380049950247,0.129118995483667
66,"011020_E001T_2.avi_lane_165.res",1.5886347888187,0.0639995995692999,0.641143712962063,-0.64712439728964,0.0639995995692999,207,168,0.571918892485405,0.0228423544992515,0.124677624879673
67,"011020_E001T_2.avi_lane_166.res",1.56199341499275,0.0321871360593795,0.590434610032626,-0.675709410550582,0.0321871360593795,189,149,0.573926514217718,0.0203501845023628,0.134753613784739
68,"011020_E001T_2.avi_lane_167.res",1.66009165964214,0.0149082734982144,0.625655405059976,-0.616197095782273,0.0149082734982144,155,150,0.550878402782281,-0.0166081366945313,0.103739360741384
69,"011020_E001T_2.avi_lane_168.res",1.64819585114873,0.00119004614450367,0.541319840035096,-0.628387993868097,0.00119004614450367,183,157,0.542964686940344,0.0338575698857684,0.0922489415320043
70,"011020_E001T_2.avi_lane_169.res",1.61542111882368,0.0128777331545369,0.608774478788138,-0.600754034670541,0.0128777331545369,173,168,0.562558702662271,0.0158452204858936,0.0913867958490131
71,"011020_E001T_2.avi_lane_170.res",1.56243011638123,0.00313959396220887,0.500240111221331,-0.595812090263539,0.00313959396220887,194,161,0.543276017609908,0.00509521807246472,0.107836485398255
72,"011020_E001T_2.avi_lane_171.res",1.60255722138054,0.0295913389882426,0.571251195710468,-0.654603268228433,0.0295913389882426,187,148,0.56735252918664,0.0163389639038795,0.130024726240553
73,"011020_E001T_2.avi_lane_172.res",1.60542048918956,-0.0179453202558751,0.549090155001272,-0.657508588859867,-0.0179453202558751,194,172,0.538989678159298,-0.00653174354789576,0.0890647294526913
74,"011020_E001T_2.avi_lane_173.res",1.64120807435213,-0.0429304400759645,0.545096407094802,-0.630957287246732,-0.0429304400759645,193,193,0.555545155369158,0.0130091450535881,0.0749440241506199
75,"011020_E001T_2.avi_lane_174.res",1.51615919973099,0.0118365902688057,0.573002206248826,-0.663621531729918,0.0118365902688057,183,152,0.580313202631477,-0.00616603239463496,0.109811154136687
76,"011020_E001T_2.avi_lane_175.res",1.56922071333522,0.0433896035055642,0.525211570730893,-0.57405272881213,0.0433896035055642,200,156,0.53298290056488,0.00561340592362575,0.117970652144522
77,"011020_E001T_2.avi_lane_176.res",1.58395502702581,-0.0366764646874037,0.569633230675815,-0.659372908573953,-0.0366764646874037,190,185,0.564810099342819,0.0356638500186641,0.0751212917212608
78,"011020_E001T_2.avi_lane_177.res",1.6140693715819,-0.0328298708430202,0.52067112966994,-0.68536575163117,-0.0328298708430202,198,168,0.544340200656559,0.0029999760261141,0.0754624219381792
79,"011020_E001T_2.avi_lane_178.res",1.6074524811049,-0.0507393353573418,0.475710917544472,-0.568366399663035,-0.0507393353573418,176,179,0.530037964442375,-0.00105664376745109,0.0524796880848358
80,"011020_E001T_2.avi_lane_179.res",1.54212547234983,-0.0515142002057672,0.538189000854588,-0.618156382230243,-0.0515142002057672,172,179,0.559984127119699,-0.0185918149400587,0.0763108410879653
81,"011020_E001T_2.avi_lane_180.res",1.6360822736997,-0.033053565233338,0.521336835913708,-0.666099712015653,-0.033053565233338,194,170,0.552438670045233,-0.00150949792677197,0.0688826285967133
82,"011020_E001T_2.avi_lane_181.res",1.68627792276162,-0.0498922477732434,0.542462228785679,-0.715540430017595,-0.0498922477732434,183,163,0.56606965081893,0.00132548371607155,0.0743378102203391
83,"011020_E001T_2.avi_lane_182.res",1.61955402440021,-0.0869240000947644,0.492313065467167,-0.659932710113019,-0.0869240000947644,184,186,0.552022054959934,0.0272576171803021,0.0420140845263361
84,"011020_E001T_2.avi_lane_183.res",1.56927377568874,-0.108370727731315,0.473623661492329,-0.597787868317833,-0.108370727731315,168,200,0.536216896870558,0.00719547876812351,0.0366277427111482
85,"011020_E001T_2.avi_lane_184.res",1.55830678636914,-0.102692019354135,0.462383296704921,-0.639669667763845,-0.102692019354135,172,181,0.554526352675415,0.00590810284911381,0.0469116648639538
86,"011020_E001T_2.avi_lane_185.res",1.5702711221164,-0.145308443975782,0.437208057960848,-0.665837571057574,-0.145308443975782,174,195,0.527170452113796,-0.00595837536397067,0.0165581122500219
87,"011020_E001T_2.avi_lane_186.res",1.61575509799613,-0.148360436103934,0.469725364095542,-0.666949497734713,-0.148360436103934,172,205,0.558894003602975,0.03247670997332,0.0203356655838329
88,"011020_E001T_2.avi_lane_187.res",1.55559801681558,-0.125165673365375,0.43821005629547,-0.617001627831192,-0.125165673365375,165,189,0.546475454536605,0.0203516825682869,0.038847505092195
89,"011020_E001T_2.avi_lane_188.res",1.59706060197419,-0.114763281969743,0.423225681594479,-0.60851755733054,-0.114763281969743,176,192,0.52322996155183,0.0117712925823501,0.0327228590445716
90,"011020_E001T_2.avi_lane_189.res",1.60778405183311,-0.117923158138313,0.461328937494163,-0.664771886445302,-0.117923158138313,182,193,0.555087515240341,-0.007000574056324,0.039144895024668
91,"011020_E001T_2.avi_lane_190.res",1.55506908712836,-0.13128909065505,0.468761349911259,-0.622493172234913,-0.13128909065505,176,215,0.55008546823085,0.0221097607750007,0.0150199249916437
92,"011020_E001T_2.avi_lane_191.res",1.54403758777807,-0.123966570666195,0.435183934702959,-0.652209259155647,-0.123966570666195,188,199,0.550066901654735,-0.00832532976201122,0.0169392208347107
93,"011020_E001T_2.avi_lane_192.res",1.61454202462782,-0.174320475538897,0.459602974501561,-0.654291087712387,-0.174320475538897,159,210,0.545841190942569,0.0165246127368272,0.00791844298222714
94,"011020_E001T_2.avi_lane_193.res",1.6110873289635,-0.232154716480128,0.39045358444802,-0.681145099122913,-0.232154716480128,159,221,0.529626509110153,0.0112401371672101,-0.0127396035460086
95,"011020_E001T_2.avi_lane_194.res",1.5613413326401,-0.220773695845787,0.459531683334074,-0.639520597946177,-0.220773695845787,144,235,0.554059294661362,0.0205047904693337,-0.0229147530819187
96,"011020_E001T_2.avi_lane_195.res",1.5531719184838,-0.221376482506567,0.406295879131113,-0.644769924367934,-0.221376482506567,144,214,0.540289252270073,0.0379608208450496,-0.0244862884609229
97,"011020_E001T_2.avi_lane_196.res",1.57643724753108,-0.19775208301037,0.413380078150773,-0.668804476610337,-0.19775208301037,160,208,0.533925928603112,0.00361718227782758,-0.00168328389933532
98,"011020_E001T_2.avi_lane_197.res",1.59077773812448,-0.138468465393453,0.476080386558773,-0.700688068524389,-0.138468465393453,180,197,0.553347146636721,0.00904729064819076,0.0242422239861181
99,"011020_E001T_2.avi_lane_198.res",1.47523317595509,-0.167501933249854,0.416981431598226,-0.610161615447206,-0.167501933249854,158,209,0.557862318278677,0.0225047754892286,0.00361222490944148
100,"011020_E001T_2.avi_lane_199.res",1.59503090061878,-0.248723739398513,0.371827887195742,-0.694195648924753,-0.248723739398513,160,224,0.558521567234387,0.017716057202067,-0.0325703494750526
101,"011020_E001T_2.avi_lane_200.res",1.51242550908796,-0.210052386448132,0.4645973804919,-0.666153637337167,-0.210052386448132,144,213,0.551768436088001,-0.0191031697559967,-0.0235978925584553
102,"011020_E001T_2.avi_lane_201.res",1.53748835739528,-0.166157775314482,0.394731557661918,-0.623864636658432,-0.166157775314482,173,212,0.538360695713558,0.0157332407871009,0.00399132645688222
103,"011020_E001T_2.avi_lane_202.res",1.54335865934243,-0.187807419522107,0.402478777607076,-0.622472659363655,-0.187807419522107,158,215,0.541514399639659,0.00912325450293669,-0.00643470941185416
104,"011020_E001T_2.avi_lane_203.res",1.54196989338478,-0.226089009516402,0.380459024275777,-0.7215366608813,-0.226089009516402,165,202,0.547438072027386,0.00905507902234993,-0.0123770001892239
105,"011020_E001T_2.avi_lane_204.res",1.57202279670892,-0.248206362684466,0.391661344339305,-0.632653626986813,-0.248206362684465,146,243,0.528262178735786,-0.00921523030983962,-0.0307849926089362
106,"011020_E001T_2.avi_lane_205.res",1.61856991250586,-0.246831690038067,0.45713723912848,-0.651542572392925,-0.246831690038067,142,247,0.543391147005238,-0.0144087709394548,-0.0340446247348095
107,"011020_E001T_2.avi_lane_206.res",1.49563886480499,-0.194140594438343,0.386147862760698,-0.646070314561099,-0.194140594438343,169,217,0.555331714445943,0.00184672351497138,-0.014994396166971
108,"011020_E001T_2.avi_lane_207.res",1.57386454553383,-0.273566971874837,0.412809260012741,-0.681196524436893,-0.273566971874837,136,229,0.552298270879158,-0.00574647191438477,-0.038667205263506
109,"011020_E001T_2.avi_lane_208.res",1.56791811491308,-0.251438776551651,0.399766881283988,-0.630419118406818,-0.251438776551651,142,244,0.540965544277352,0.0088805844547419,-0.0464104364503732
110,"011020_E001T_2.avi_lane_209.res",1.52784241394011,-0.16285424162354,0.430351234482938,-0.574357139463169,-0.16285424162354,154,222,0.522602986484788,0.0148413395844178,-0.00680301753339572
111,"011020_E001T_2.avi_lane_210.res",1.51776706122906,-0.212691374608516,0.401648758340677,-0.627771961438591,-0.212691374608516,151,224,0.542622568507007,-0.00277459726343602,-0.0280912013212659
112,"011020_E001T_2.avi_lane_211.res",1.55598042732218,-0.222011953049126,0.413812971953188,-0.675331575504479,-0.222011953049126,154,216,0.554470407302082,0.0110826153151206,-0.0164492610416804
113,"011020_E001T_2.avi_lane_212.res",1.55339400565209,-0.165383861753845,0.390292545524825,-0.589992555495426,-0.165383861753845,151,198,0.530050438327103,-0.010647863584002,0.00272103454418016
114,"011020_E001T_2.avi_lane_213.res",1.57960545620154,-0.210172898001833,0.392361140873899,-0.621996621820566,-0.210172898001833,149,218,0.520987825392972,0.00803256206390711,0.00124237077433698
115,"011020_E001T_2.avi_lane_214.res",1.51329691056527,-0.198101174355237,0.421734212110223,-0.615858165138889,-0.198101174355237,152,226,0.542443565559323,-9.12115233842817e-05,-0.00468870503114791
116,"011020_E001T_2.avi_lane_215.res",1.48650115402017,-0.161543403945621,0.412881996756756,-0.595124115052703,-0.161543403945621,157,208,0.535022618912564,0.0348970845165018,0.00193715245739612
117,"011020_E001T_2.avi_lane_216.res",1.62457189669727,-0.166747917976698,0.436357689880644,-0.615196395067198,-0.166747917976698,170,229,0.516721182339125,0.05216926880169,-0.00892527071608334
118,"011020_E001T_2.avi_lane_217.res",1.5568980772886,-0.20857216936902,0.369693596274664,-0.668002465356311,-0.20857216936902,155,196,0.550945834996961,0.0246047676623841,-0.00331804593015509
119,"011020_E001T_2.avi_lane_218.res",1.60574686154024,-0.245175546430612,0.356608464864482,-0.652090340957261,-0.245175546430612,147,218,0.520051984641227,0.0080203748811255,-0.0274810502046369
120,"011020_E001T_2.avi_lane_219.res",1.60515894466206,-0.217131264431979,0.421446943536188,-0.635784197456753,-0.217131264431979,158,241,0.502892486387888,0.00830846929578442,-0.0177557412411561
121,"011020_E001T_2.avi_lane_220.res",1.54941281399108,-0.175382744336192,0.400249765393288,-0.605786868583464,-0.175382744336192,163,218,0.540657624151673,0.0295280384143186,-0.0134253440434847
122,"011020_E001T_2.avi_lane_221.res",1.5306408806418,-0.143400355327384,0.437359750047292,-0.613717439060244,-0.143400355327384,172,213,0.544728857726072,0.0242581228074843,0.0274006904297905
123,"011020_E001T_2.avi_lane_222.res",1.61590424496612,-0.210000604076886,0.424551498854803,-0.673600313981316,-0.210000604076886,160,219,0.541105664844481,0.0101884103485634,-0.0149882174212209
124,"011020_E001T_2.avi_lane_223.res",1.60640987722236,-0.235845531583139,0.422860949144079,-0.622175492853533,-0.235845531583139,139,237,0.515341855427759,-0.0223065874724894,-0.0483339020120343
125,"011020_E001T_2.avi_lane_224.res",1.57036282642115,-0.146081155751676,0.406368585709495,-0.612036240721452,-0.146081155751676,167,198,0.517159822796089,0.0049180703829043,0.000533619531465692
126,"011020_E001T_2.avi_lane_225.res",1.51973239213235,-0.15010092434836,0.402130158366203,-0.592075525964057,-0.15010092434836,167,209,0.518219286917048,-0.00794004751475008,0.00150744214347341
127,"011020_E001T_2.avi_lane_226.res",1.57580953572333,-0.141287912348334,0.409881523828047,-0.546891923766407,-0.141287912348334,169,230,0.510482254971291,0.0469890020892112,-0.00994704334466347
128,"011020_E001T_2.avi_lane_227.res",1.56016232752811,-0.15728030861658,0.438176633389492,-0.577033713679263,-0.15728030861658,152,216,0.519494876316696,0.0118641275960622,0.000880295093460375
129,"011020_E001T_2.avi_lane_228.res",1.6080384503168,-0.188916914987032,0.450214713359171,-0.626520552413261,-0.188916914987032,152,222,0.5231482706838,0.0157805049220734,-0.00329788125257091
130,"011020_E001T_2.avi_lane_229.res",1.576246284599,-0.186323132975886,0.404361547660445,-0.617566367596527,-0.186323132975886,153,210,0.52660121788881,0.0257958825187831,-0.0216136940987087
