Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_181_vertical,15,817,54.467,1.305,255
WindowROI-011020_E001T_2.avi_lane_181_vertical,9,465,51.667,0.743,255
WindowROI-011020_E001T_2.avi_lane_181_vertical,8,401,50.125,0.640,255
WindowROI-011020_E001T_2.avi_lane_181_vertical,5,227,45.400,0.362,255
WindowROI-011020_E001T_2.avi_lane_181_vertical,3,123,41.000,0.196,255
