Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_206_vertical,18,762,42.333,1.217,255
WindowROI-011020_E001T_2.avi_lane_206_vertical,14,629,44.929,1.004,255
WindowROI-011020_E001T_2.avi_lane_206_vertical,12,555,46.250,0.886,255
WindowROI-011020_E001T_2.avi_lane_206_vertical,6,235,39.167,0.375,255
WindowROI-011020_E001T_2.avi_lane_206_vertical,2,63,31.500,0.101,255
