Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_199_vertical,30,1482,49.400,2.366,255
WindowROI-011020_E001T_2.avi_lane_199_vertical,19,779,41.000,1.244,255
WindowROI-011020_E001T_2.avi_lane_199_vertical,15,644,42.933,1.028,255
WindowROI-011020_E001T_2.avi_lane_199_vertical,5,249,49.800,0.398,255
WindowROI-011020_E001T_2.avi_lane_199_vertical,3,99,33.000,0.158,255
