Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_157_vertical,14,631,45.071,1.008,255
WindowROI-011020_E001T_2.avi_lane_157_vertical,11,481,43.727,0.768,255
WindowROI-011020_E001T_2.avi_lane_157_vertical,12,569,47.417,0.909,255
WindowROI-011020_E001T_2.avi_lane_157_vertical,5,192,38.400,0.307,255
WindowROI-011020_E001T_2.avi_lane_157_vertical,1,52,52.000,0.083,255
