Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_159_vertical,20,850,42.500,1.357,255
WindowROI-011020_E001T_2.avi_lane_159_vertical,11,621,56.455,0.992,255
WindowROI-011020_E001T_2.avi_lane_159_vertical,18,894,49.667,1.428,255
WindowROI-011020_E001T_2.avi_lane_159_vertical,8,323,40.375,0.516,255
WindowROI-011020_E001T_2.avi_lane_159_vertical,1,32,32.000,0.051,255
