Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_191_vertical,19,943,49.632,1.506,255
WindowROI-011020_E001T_2.avi_lane_191_vertical,18,683,37.944,1.091,255
WindowROI-011020_E001T_2.avi_lane_191_vertical,9,390,43.333,0.623,255
WindowROI-011020_E001T_2.avi_lane_191_vertical,8,285,35.625,0.455,255
WindowROI-011020_E001T_2.avi_lane_191_vertical,1,32,32.000,0.051,255
