Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_184_vertical,22,968,44.000,1.546,255
WindowROI-011020_E001T_2.avi_lane_184_vertical,15,641,42.733,1.024,255
WindowROI-011020_E001T_2.avi_lane_184_vertical,9,363,40.333,0.580,255
WindowROI-011020_E001T_2.avi_lane_184_vertical,2,81,40.500,0.129,255
WindowROI-011020_E001T_2.avi_lane_184_vertical,0,0,NaN,0.000,NaN
