Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_107_vertical,17,906,53.294,1.447,255
WindowROI-011020_E001T_2.avi_lane_107_vertical,24,1102,45.917,1.760,255
WindowROI-011020_E001T_2.avi_lane_107_vertical,17,935,55.000,1.493,255
WindowROI-011020_E001T_2.avi_lane_107_vertical,18,823,45.722,1.314,255
WindowROI-011020_E001T_2.avi_lane_107_vertical,4,282,70.500,0.450,255
