Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_119_vertical,18,827,45.944,1.321,255
WindowROI-011020_E001T_2.avi_lane_119_vertical,18,998,55.444,1.594,255
WindowROI-011020_E001T_2.avi_lane_119_vertical,12,479,39.917,0.765,255
WindowROI-011020_E001T_2.avi_lane_119_vertical,14,687,49.071,1.097,255
WindowROI-011020_E001T_2.avi_lane_119_vertical,6,264,44.000,0.422,255
