Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_225_vertical,28,1155,41.250,1.844,255
WindowROI-011020_E001T_2.avi_lane_225_vertical,13,526,40.462,0.840,255
WindowROI-011020_E001T_2.avi_lane_225_vertical,11,416,37.818,0.664,255
WindowROI-011020_E001T_2.avi_lane_225_vertical,8,330,41.250,0.527,255
WindowROI-011020_E001T_2.avi_lane_225_vertical,3,113,37.667,0.180,255
