Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_205_vertical,18,845,46.944,1.349,255
WindowROI-011020_E001T_2.avi_lane_205_vertical,13,550,42.308,0.878,255
WindowROI-011020_E001T_2.avi_lane_205_vertical,12,556,46.333,0.888,255
WindowROI-011020_E001T_2.avi_lane_205_vertical,4,203,50.750,0.324,255
WindowROI-011020_E001T_2.avi_lane_205_vertical,4,150,37.500,0.240,255
