Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_131_vertical,17,966,56.824,1.542,255
WindowROI-011020_E001T_2.avi_lane_131_vertical,16,841,52.562,1.343,255
WindowROI-011020_E001T_2.avi_lane_131_vertical,10,491,49.100,0.784,255
WindowROI-011020_E001T_2.avi_lane_131_vertical,12,760,63.333,1.214,255
WindowROI-011020_E001T_2.avi_lane_131_vertical,3,124,41.333,0.198,255
