Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_189_vertical,22,1043,47.409,1.665,255
WindowROI-011020_E001T_2.avi_lane_189_vertical,12,543,45.250,0.867,255
WindowROI-011020_E001T_2.avi_lane_189_vertical,10,547,54.700,0.873,255
WindowROI-011020_E001T_2.avi_lane_189_vertical,7,261,37.286,0.417,255
WindowROI-011020_E001T_2.avi_lane_189_vertical,0,0,NaN,0.000,NaN
