Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_203_vertical,20,949,47.450,1.515,255
WindowROI-011020_E001T_2.avi_lane_203_vertical,11,496,45.091,0.792,255
WindowROI-011020_E001T_2.avi_lane_203_vertical,8,355,44.375,0.567,255
WindowROI-011020_E001T_2.avi_lane_203_vertical,5,233,46.600,0.372,255
WindowROI-011020_E001T_2.avi_lane_203_vertical,1,32,32.000,0.051,255
