Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_168_vertical,15,732,48.800,1.169,255
WindowROI-011020_E001T_2.avi_lane_168_vertical,13,631,48.538,1.008,255
WindowROI-011020_E001T_2.avi_lane_168_vertical,14,657,46.929,1.049,255
WindowROI-011020_E001T_2.avi_lane_168_vertical,4,161,40.250,0.257,255
WindowROI-011020_E001T_2.avi_lane_168_vertical,3,151,50.333,0.241,255
