Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_214_vertical,17,870,51.176,1.389,255
WindowROI-011020_E001T_2.avi_lane_214_vertical,13,596,45.846,0.952,255
WindowROI-011020_E001T_2.avi_lane_214_vertical,9,346,38.444,0.552,255
WindowROI-011020_E001T_2.avi_lane_214_vertical,7,295,42.143,0.471,255
WindowROI-011020_E001T_2.avi_lane_214_vertical,3,123,41.000,0.196,255
