Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_188_vertical,21,1125,53.571,1.796,255
WindowROI-011020_E001T_2.avi_lane_188_vertical,16,711,44.438,1.135,255
WindowROI-011020_E001T_2.avi_lane_188_vertical,10,533,53.300,0.851,255
WindowROI-011020_E001T_2.avi_lane_188_vertical,4,164,41.000,0.262,255
WindowROI-011020_E001T_2.avi_lane_188_vertical,2,95,47.500,0.152,255
