Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_111_vertical,14,668,47.714,1.067,255
WindowROI-011020_E001T_2.avi_lane_111_vertical,22,1143,51.955,1.825,255
WindowROI-011020_E001T_2.avi_lane_111_vertical,22,1136,51.636,1.814,255
WindowROI-011020_E001T_2.avi_lane_111_vertical,18,751,41.722,1.199,255
WindowROI-011020_E001T_2.avi_lane_111_vertical,8,390,48.750,0.623,255
