Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_101_vertical,16,966,60.375,1.542,255
WindowROI-011020_E001T_2.avi_lane_101_vertical,19,846,44.526,1.351,255
WindowROI-011020_E001T_2.avi_lane_101_vertical,15,845,56.333,1.349,255
WindowROI-011020_E001T_2.avi_lane_101_vertical,24,1360,56.667,2.172,255
WindowROI-011020_E001T_2.avi_lane_101_vertical,7,328,46.857,0.524,255
