Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_229_vertical,23,922,40.087,1.472,255
WindowROI-011020_E001T_2.avi_lane_229_vertical,12,475,39.583,0.758,255
WindowROI-011020_E001T_2.avi_lane_229_vertical,7,280,40.000,0.447,255
WindowROI-011020_E001T_2.avi_lane_229_vertical,4,167,41.750,0.267,255
WindowROI-011020_E001T_2.avi_lane_229_vertical,2,70,35.000,0.112,255
