Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_117_vertical,16,736,46.000,1.175,255
WindowROI-011020_E001T_2.avi_lane_117_vertical,23,1475,64.130,2.355,255
WindowROI-011020_E001T_2.avi_lane_117_vertical,20,1031,51.550,1.646,255
WindowROI-011020_E001T_2.avi_lane_117_vertical,13,731,56.231,1.167,255
WindowROI-011020_E001T_2.avi_lane_117_vertical,8,344,43.000,0.549,255
