Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_180_vertical,20,1130,56.500,1.804,255
WindowROI-011020_E001T_2.avi_lane_180_vertical,12,542,45.167,0.865,255
WindowROI-011020_E001T_2.avi_lane_180_vertical,10,479,47.900,0.765,255
WindowROI-011020_E001T_2.avi_lane_180_vertical,4,167,41.750,0.267,255
WindowROI-011020_E001T_2.avi_lane_180_vertical,0,0,NaN,0.000,NaN
