Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_156_vertical,9,402,44.667,0.642,255
WindowROI-011020_E001T_2.avi_lane_156_vertical,16,769,48.062,1.228,255
WindowROI-011020_E001T_2.avi_lane_156_vertical,22,1049,47.682,1.675,255
WindowROI-011020_E001T_2.avi_lane_156_vertical,9,374,41.556,0.597,255
WindowROI-011020_E001T_2.avi_lane_156_vertical,3,137,45.667,0.219,255
