Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_149_vertical,21,963,45.857,1.538,255
WindowROI-011020_E001T_2.avi_lane_149_vertical,13,655,50.385,1.046,255
WindowROI-011020_E001T_2.avi_lane_149_vertical,15,855,57.000,1.365,255
WindowROI-011020_E001T_2.avi_lane_149_vertical,9,415,46.111,0.663,255
WindowROI-011020_E001T_2.avi_lane_149_vertical,6,260,43.333,0.415,255
