Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_160_vertical,16,718,44.875,1.146,255
WindowROI-011020_E001T_2.avi_lane_160_vertical,13,681,52.385,1.087,255
WindowROI-011020_E001T_2.avi_lane_160_vertical,15,641,42.733,1.024,255
WindowROI-011020_E001T_2.avi_lane_160_vertical,8,418,52.250,0.667,255
WindowROI-011020_E001T_2.avi_lane_160_vertical,1,47,47.000,0.075,255
