Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_103_vertical,21,995,47.381,1.589,255
WindowROI-011020_E001T_2.avi_lane_103_vertical,25,1315,52.600,2.100,255
WindowROI-011020_E001T_2.avi_lane_103_vertical,18,953,52.944,1.522,255
WindowROI-011020_E001T_2.avi_lane_103_vertical,17,785,46.176,1.253,255
WindowROI-011020_E001T_2.avi_lane_103_vertical,12,478,39.833,0.763,255
