Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_139_vertical,20,1123,56.150,1.793,255
WindowROI-011020_E001T_2.avi_lane_139_vertical,17,857,50.412,1.368,255
WindowROI-011020_E001T_2.avi_lane_139_vertical,17,756,44.471,1.207,255
WindowROI-011020_E001T_2.avi_lane_139_vertical,14,751,53.643,1.199,255
WindowROI-011020_E001T_2.avi_lane_139_vertical,2,85,42.500,0.136,255
