Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_144_vertical,21,1035,49.286,1.653,255
WindowROI-011020_E001T_2.avi_lane_144_vertical,23,927,40.304,1.480,255
WindowROI-011020_E001T_2.avi_lane_144_vertical,13,709,54.538,1.132,255
WindowROI-011020_E001T_2.avi_lane_144_vertical,15,628,41.867,1.003,255
WindowROI-011020_E001T_2.avi_lane_144_vertical,0,0,NaN,0.000,NaN
