Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_218_vertical,20,938,46.900,1.498,255
WindowROI-011020_E001T_2.avi_lane_218_vertical,12,559,46.583,0.893,255
WindowROI-011020_E001T_2.avi_lane_218_vertical,11,432,39.273,0.690,255
WindowROI-011020_E001T_2.avi_lane_218_vertical,6,226,37.667,0.361,255
WindowROI-011020_E001T_2.avi_lane_218_vertical,2,83,41.500,0.133,255
