Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_166_vertical,20,963,48.150,1.538,255
WindowROI-011020_E001T_2.avi_lane_166_vertical,11,694,63.091,1.108,255
WindowROI-011020_E001T_2.avi_lane_166_vertical,14,506,36.143,0.808,255
WindowROI-011020_E001T_2.avi_lane_166_vertical,3,143,47.667,0.228,255
WindowROI-011020_E001T_2.avi_lane_166_vertical,3,148,49.333,0.236,255
