Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_171_vertical,18,940,52.222,1.501,255
WindowROI-011020_E001T_2.avi_lane_171_vertical,10,504,50.400,0.805,255
WindowROI-011020_E001T_2.avi_lane_171_vertical,11,483,43.909,0.771,255
WindowROI-011020_E001T_2.avi_lane_171_vertical,4,138,34.500,0.220,255
WindowROI-011020_E001T_2.avi_lane_171_vertical,1,82,82.000,0.131,255
