Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_133_vertical,19,998,52.526,1.594,255
WindowROI-011020_E001T_2.avi_lane_133_vertical,22,1073,48.773,1.713,255
WindowROI-011020_E001T_2.avi_lane_133_vertical,18,832,46.222,1.329,255
WindowROI-011020_E001T_2.avi_lane_133_vertical,15,796,53.067,1.271,255
WindowROI-011020_E001T_2.avi_lane_133_vertical,6,248,41.333,0.396,255
