Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_200_vertical,27,1542,57.111,2.462,255
WindowROI-011020_E001T_2.avi_lane_200_vertical,17,656,38.588,1.047,255
WindowROI-011020_E001T_2.avi_lane_200_vertical,11,432,39.273,0.690,255
WindowROI-011020_E001T_2.avi_lane_200_vertical,3,123,41.000,0.196,255
WindowROI-011020_E001T_2.avi_lane_200_vertical,2,74,37.000,0.118,255
