Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_154_vertical,18,863,47.944,1.378,255
WindowROI-011020_E001T_2.avi_lane_154_vertical,15,730,48.667,1.166,255
WindowROI-011020_E001T_2.avi_lane_154_vertical,19,1040,54.737,1.661,255
WindowROI-011020_E001T_2.avi_lane_154_vertical,5,180,36.000,0.287,255
WindowROI-011020_E001T_2.avi_lane_154_vertical,1,45,45.000,0.072,255
