Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_147_vertical,14,597,42.643,0.953,255
WindowROI-011020_E001T_2.avi_lane_147_vertical,12,564,47.000,0.901,255
WindowROI-011020_E001T_2.avi_lane_147_vertical,11,715,65.000,1.142,255
WindowROI-011020_E001T_2.avi_lane_147_vertical,10,425,42.500,0.679,255
WindowROI-011020_E001T_2.avi_lane_147_vertical,0,0,NaN,0.000,NaN
