Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_121_vertical,11,613,55.727,0.979,255
WindowROI-011020_E001T_2.avi_lane_121_vertical,16,969,60.562,1.547,255
WindowROI-011020_E001T_2.avi_lane_121_vertical,15,748,49.867,1.194,255
WindowROI-011020_E001T_2.avi_lane_121_vertical,13,500,38.462,0.798,255
WindowROI-011020_E001T_2.avi_lane_121_vertical,9,343,38.111,0.548,255
