Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_175_vertical,18,830,46.111,1.325,255
WindowROI-011020_E001T_2.avi_lane_175_vertical,16,715,44.688,1.142,255
WindowROI-011020_E001T_2.avi_lane_175_vertical,12,546,45.500,0.872,255
WindowROI-011020_E001T_2.avi_lane_175_vertical,1,35,35.000,0.056,255
WindowROI-011020_E001T_2.avi_lane_175_vertical,2,107,53.500,0.171,255
