Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_170_vertical,17,966,56.824,1.542,255
WindowROI-011020_E001T_2.avi_lane_170_vertical,12,640,53.333,1.022,255
WindowROI-011020_E001T_2.avi_lane_170_vertical,10,541,54.100,0.864,255
WindowROI-011020_E001T_2.avi_lane_170_vertical,7,398,56.857,0.636,255
WindowROI-011020_E001T_2.avi_lane_170_vertical,6,254,42.333,0.406,255
