Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_136_vertical,18,968,53.778,1.546,255
WindowROI-011020_E001T_2.avi_lane_136_vertical,15,649,43.267,1.036,255
WindowROI-011020_E001T_2.avi_lane_136_vertical,12,435,36.250,0.695,255
WindowROI-011020_E001T_2.avi_lane_136_vertical,9,557,61.889,0.889,255
WindowROI-011020_E001T_2.avi_lane_136_vertical,4,202,50.500,0.323,255
