Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_120_vertical,9,367,40.778,0.586,255
WindowROI-011020_E001T_2.avi_lane_120_vertical,19,1132,59.579,1.808,255
WindowROI-011020_E001T_2.avi_lane_120_vertical,14,753,53.786,1.202,255
WindowROI-011020_E001T_2.avi_lane_120_vertical,15,683,45.533,1.091,255
WindowROI-011020_E001T_2.avi_lane_120_vertical,9,431,47.889,0.688,255
