Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_129_vertical,12,711,59.250,1.135,255
WindowROI-011020_E001T_2.avi_lane_129_vertical,13,857,65.923,1.368,255
WindowROI-011020_E001T_2.avi_lane_129_vertical,9,335,37.222,0.535,255
WindowROI-011020_E001T_2.avi_lane_129_vertical,14,845,60.357,1.349,255
WindowROI-011020_E001T_2.avi_lane_129_vertical,2,106,53.000,0.169,255
