Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_209_vertical,17,808,47.529,1.290,255
WindowROI-011020_E001T_2.avi_lane_209_vertical,11,594,54.000,0.948,255
WindowROI-011020_E001T_2.avi_lane_209_vertical,9,464,51.556,0.741,255
WindowROI-011020_E001T_2.avi_lane_209_vertical,7,288,41.143,0.460,255
WindowROI-011020_E001T_2.avi_lane_209_vertical,2,78,39.000,0.125,255
