Slice,Count,Total Area,Average Size,%Area,Mean
WindowROI-011020_E001T_2.avi_lane_132_vertical,20,953,47.650,1.522,255
WindowROI-011020_E001T_2.avi_lane_132_vertical,19,956,50.316,1.527,255
WindowROI-011020_E001T_2.avi_lane_132_vertical,10,534,53.400,0.853,255
WindowROI-011020_E001T_2.avi_lane_132_vertical,15,723,48.200,1.154,255
WindowROI-011020_E001T_2.avi_lane_132_vertical,2,118,59.000,0.188,255
