"Time","variable","value","SEDisp","Pressure_Level","Genotype","Basal_pressure","Category_pressure","Press","SEPress"
-9,"22.5_WT_0",-0.0245737811164029,0.0353945407565382,"22.5","WT","0","22.5",0.0836458333333334,0.0893872915498898
-8,"22.5_WT_0",0.0136899999360739,0.0103603183300525,"22.5","WT","0","22.5",0.0866666666666667,0.0961782741406118
-7,"22.5_WT_0",-0.00595158409379312,0.00987952090637274,"22.5","WT","0","22.5",0.0908333333333335,0.0900294126321444
-6,"22.5_WT_0",-0.00412054429516628,0.00780947940959801,"22.5","WT","0","22.5",0.0920833333333335,0.0925300251570028
-5,"22.5_WT_0",-0.0166860741589588,0.0155436775187879,"22.5","WT","0","22.5",0.0929166666666667,0.0933570468387066
-4,"22.5_WT_0",0.0283325028860109,0.030965293573131,"22.5","WT","0","22.5",0.0914583333333334,0.0884284815778642
-3,"22.5_WT_0",0.00400519476207092,0.0291254779561632,"22.5","WT","0","22.5",0.0895833333333335,0.0885496319946554
-2,"22.5_WT_0",0.0281636849509457,0.0105513157274957,"22.5","WT","0","22.5",0.0977083333333335,0.0923861442683794
-1,"22.5_WT_0",-0.0228593988707803,0.0209131503577736,"22.5","WT","0","22.5",0.0960416666666666,0.0900727907799513
0,"22.5_WT_0",-0.0128198272521916,0.0324094409559311,"22.5","WT","0","22.5",0.1075,0.0904184667639551
1,"22.5_WT_0",-0.0136764152298087,0.0151563491069712,"22.5","WT","0","22.5",19.6725,1.0021702037017
2,"22.5_WT_0",0.0208857911885508,0.0102428825939466,"22.5","WT","0","22.5",20.5029166666667,0.866514810413917
3,"22.5_WT_0",0.0152298708165037,0.027517639070922,"22.5","WT","0","22.5",20.4322916666667,0.846921316384134
4,"22.5_WT_0",0.0424483293291758,0.0252413717028155,"22.5","WT","0","22.5",20.4766666666667,0.834287773738608
5,"22.5_WT_0",0.063532117836756,0.025723172414997,"22.5","WT","0","22.5",20.4183333333333,0.817695766888578
6,"22.5_WT_0",0.0869250200525831,0.0213785006464855,"22.5","WT","0","22.5",20.38125,0.812773525006437
7,"22.5_WT_0",0.112678132306669,0.0351097617897676,"22.5","WT","0","22.5",20.3352083333333,0.803474740104573
8,"22.5_WT_0",0.12792668226307,0.032590387587617,"22.5","WT","0","22.5",20.2945833333333,0.792028864513297
9,"22.5_WT_0",0.17513373921858,0.039381134841546,"22.5","WT","0","22.5",20.6947916666667,0.438236607079694
10,"22.5_WT_0",0.199319640178518,0.0194800314655438,"22.5","WT","0","22.5",20.71125,0.38567226884796
11,"22.5_WT_0",0.207761558721182,0.0328070343398766,"22.5","WT","0","22.5",20.871875,0.358574289141503
12,"22.5_WT_0",0.166545877975163,0.0557494341153179,"22.5","WT","0","22.5",20.8139583333333,0.356402349246762
13,"22.5_WT_0",0.185820574075849,0.0433579683125677,"22.5","WT","0","22.5",20.845,0.317731283324097
14,"22.5_WT_0",0.208114079657932,0.0562292583077757,"22.5","WT","0","22.5",20.9466666666667,0.250937348657765
15,"22.5_WT_0",0.219499921705768,0.0436182022250305,"22.5","WT","0","22.5",20.9160416666667,0.248511322889253
16,"22.5_WT_0",0.220380915531486,0.0491468363547446,"22.5","WT","0","22.5",20.8504166666667,0.246631956665416
17,"22.5_WT_0",0.249308024347251,0.0339249386227075,"22.5","WT","0","22.5",20.8070833333333,0.24223697971259
18,"22.5_WT_0",0.200206648394497,0.0745024693996306,"22.5","WT","0","22.5",20.7570833333333,0.237750096754858
19,"22.5_WT_0",0.196558325142293,0.0634476753827063,"22.5","WT","0","22.5",20.6929166666667,0.234938535475535
20,"22.5_WT_0",0.251527724035937,0.0619229206346365,"22.5","WT","0","22.5",20.6339583333333,0.235185542887596
21,"22.5_WT_0",0.218548788059742,0.0487506030283041,"22.5","WT","0","22.5",20.6022916666667,0.223008012826271
22,"22.5_WT_0",0.231047865864667,0.0459252502479999,"22.5","WT","0","22.5",20.5954166666667,0.207352535033267
23,"22.5_WT_0",0.24301602708991,0.0471582453844425,"22.5","WT","0","22.5",20.5260416666667,0.208745425764921
24,"22.5_WT_0",0.262399284047198,0.0517228270590368,"22.5","WT","0","22.5",20.4672916666667,0.207551815401333
25,"22.5_WT_0",0.216011093972769,0.0619350327674444,"22.5","WT","0","22.5",20.5904166666667,0.194589467248073
26,"22.5_WT_0",0.203768663387315,0.0486384043254382,"22.5","WT","0","22.5",21.0027083333333,0.338226070846113
27,"22.5_WT_0",0.211444502567054,0.0602663497429774,"22.5","WT","0","22.5",21.169375,0.544204052920665
28,"22.5_WT_0",0.202001176688151,0.0682208663581581,"22.5","WT","0","22.5",21.1060416666667,0.538595600942086
29,"22.5_WT_0",0.178308093645557,0.0637611666844259,"22.5","WT","0","22.5",21.0295833333333,0.546401441790079
30,"22.5_WT_0",0.19324248061037,0.0552750284446039,"22.5","WT","0","22.5",20.9497916666667,0.548845102174152
31,"22.5_WT_0",0.150242877943218,0.0784203788538386,"22.5","WT","0","22.5",21.0295833333333,0.500067877337111
32,"22.5_WT_0",0.166979111433997,0.0874151098216829,"22.5","WT","0","22.5",21.111875,0.473203451040235
33,"22.5_WT_0",0.18561396618266,0.0737875563113216,"22.5","WT","0","22.5",21.053125,0.470490979884606
34,"22.5_WT_0",0.158196318654475,0.0664860001375821,"22.5","WT","0","22.5",20.9983333333333,0.475606634738147
35,"22.5_WT_0",0.161768580212157,0.0715951030204325,"22.5","WT","0","22.5",20.93,0.476122394686726
36,"22.5_WT_0",0.188800551857671,0.075505384306846,"22.5","WT","0","22.5",20.8739583333333,0.48350515534279
37,"22.5_WT_0",0.144322770555823,0.0678207402113805,"22.5","WT","0","22.5",20.7975,0.489874536623352
38,"22.5_WT_0",0.144699730741644,0.0819078182648718,"22.5","WT","0","22.5",21.145,0.453961918679433
39,"22.5_WT_0",0.119223892546391,0.0528166262625983,"22.5","WT","0","22.5",21.1220833333333,0.432558075540472
40,"22.5_WT_0",0.113326993393674,0.0739719191476083,"22.5","WT","0","22.5",21.0525,0.429109978052118
41,"22.5_WT_0",0.112112842143349,0.0513181804747656,"22.5","WT","0","22.5",20.9991666666667,0.425658369755671
42,"22.5_WT_0",0.116606825396565,0.0452353378343416,"22.5","WT","0","22.5",21.6870833333333,0.626553763100626
43,"22.5_WT_0",0.164920025462583,0.0551446634403947,"22.5","WT","0","22.5",21.6291666666667,0.614840429981859
44,"22.5_WT_0",0.108307722997977,0.045811383060314,"22.5","WT","0","22.5",21.5589583333333,0.605557092569404
45,"22.5_WT_0",0.122425572031871,0.0496455853473748,"22.5","WT","0","22.5",21.5002083333333,0.601148297156043
46,"22.5_WT_0",0.0605282334977131,0.0617839945535688,"22.5","WT","0","22.5",21.4358333333333,0.595619461907331
47,"22.5_WT_0",0.0962225928043099,0.0595018104933093,"22.5","WT","0","22.5",21.3727083333333,0.586109780228215
48,"22.5_WT_0",0.0919776163155095,0.0389569200537939,"22.5","WT","0","22.5",21.4458333333333,0.520619018406347
49,"22.5_WT_0",0.103627393247,0.0414779876235281,"22.5","WT","0","22.5",21.373125,0.519418641200322
50,"22.5_WT_0",0.108277778808376,0.0271040093306292,"22.5","WT","0","22.5",21.3120833333333,0.51206119002165
51,"22.5_WT_0",0.0739411488057361,0.0648547710466038,"22.5","WT","0","22.5",21.25125,0.514179940570148
52,"22.5_WT_0",0.0652540187793817,0.0344344083833121,"22.5","WT","0","22.5",21.1758333333333,0.515083617301599
53,"22.5_WT_0",0.044188968650633,0.0376796021308129,"22.5","WT","0","22.5",21.3258333333333,0.442709362743902
54,"22.5_WT_0",0.079113727895666,0.0436554994193107,"22.5","WT","0","22.5",21.296875,0.444261857568572
55,"22.5_WT_0",0.0584655853101735,0.0381072421536145,"22.5","WT","0","22.5",21.22875,0.447075469797264
56,"22.5_WT_0",0.0421665599145023,0.0530773031609928,"22.5","WT","0","22.5",21.1683333333333,0.44113846658548
57,"22.5_WT_0",0.0476445972462034,0.0402098898315249,"22.5","WT","0","22.5",21.1158333333333,0.438894652080654
58,"22.5_WT_0",0.0177663328143463,0.0441357352395562,"22.5","WT","0","22.5",21.054375,0.437080453597122
59,"22.5_WT_0",0.0224684825915912,0.0506904064520435,"22.5","WT","0","22.5",21.2697916666667,0.324767378020621
60,"22.5_WT_0",0.0268258115995873,0.0288086651850291,"22.5","WT","0","22.5",21.464375,0.335499536864227
61,"22.5_WT_0",0.0237434659707856,0.0296728754730458,"22.5","WT","0","22.5",1.46291666666667,0.185380555940566
62,"22.5_WT_0",0.0195255638025972,0.0535365549249238,"22.5","WT","0","22.5",0.355416666666667,0.139960776995636
63,"22.5_WT_0",0.0416902638852589,0.032094984014915,"22.5","WT","0","22.5",0.175416666666667,0.0745971530492656
64,"22.5_WT_0",-0.0029942511960184,0.0323065189946251,"22.5","WT","0","22.5",0.0697916666666666,0.113413057896297
65,"22.5_WT_0",-0.00251806529435694,0.0276285158430939,"22.5","WT","0","22.5",0.133541666666667,0.153108133991779
66,"22.5_WT_0",-0.0194203510411866,0.0263670587807634,"22.5","WT","0","22.5",0.139791666666667,0.153606244899816
67,"22.5_WT_0",-0.0404760573197087,0.0217594426253449,"22.5","WT","0","22.5",0.13125,0.145919617331674
68,"22.5_WT_0",-0.0448171107189828,0.0400269751970055,"22.5","WT","0","22.5",0.125,0.151120668994093
69,"22.5_WT_0",-0.0645950711804929,0.0379279565493039,"22.5","WT","0","22.5",0.131666666666667,0.147064962851833
70,"22.5_WT_0",-0.0700657510928571,0.0294746443739651,"22.5","WT","0","22.5",0.14,0.150425322927284
71,"22.5_WT_0",-0.0683699238501786,0.0362920945152778,"22.5","WT","0","22.5",0.138958333333333,0.149667455454492
72,"22.5_WT_0",-0.0824677442876543,0.0465268465737812,"22.5","WT","0","22.5",0.124375,0.149570638388875
73,"22.5_WT_0",-0.131358409876322,0.0483058668021333,"22.5","WT","0","22.5",0.1275,0.149099073954759
74,"22.5_WT_0",-0.088474127484236,0.0430715661244537,"22.5","WT","0","22.5",0.131458333333333,0.150112226535867
75,"22.5_WT_0",-0.0976706588900423,0.0394734400092248,"22.5","WT","0","22.5",0.13625,0.152188676415713
76,"22.5_WT_0",-0.0921119973458462,0.0523049026761902,"22.5","WT","0","22.5",0.135208333333333,0.154822086512946
77,"22.5_WT_0",-0.115641978484496,0.0401523200469755,"22.5","WT","0","22.5",0.133958333333334,0.14988081202242
78,"22.5_WT_0",-0.102469515717828,0.0406595602470027,"22.5","WT","0","22.5",0.127708333333334,0.154598424128629
79,"22.5_WT_0",-0.0842147294571494,0.0587776027559519,"22.5","WT","0","22.5",0.139166666666667,0.155618376141944
80,"22.5_WT_0",-0.0649773447077638,0.0534208671581727,"22.5","WT","0","22.5",0.1475,0.159677545080007
81,"22.5_WT_0",-0.102948136541421,0.0593175040953736,"22.5","WT","0","22.5",0.153333333333333,0.157675924124805
82,"22.5_WT_0",-0.0719707816972271,0.0535576325276667,"22.5","WT","0","22.5",0.152083333333333,0.155131762432062
83,"22.5_WT_0",-0.111639276316999,0.0430713367284738,"22.5","WT","0","22.5",0.146041666666667,0.155751775114728
84,"22.5_WT_0",-0.0851230274368348,0.0459907567443539,"22.5","WT","0","22.5",0.147291666666667,0.152918511569252
85,"22.5_WT_0",-0.0827208080664601,0.0689488417244229,"22.5","WT","0","22.5",0.149375,0.153167015210884
86,"22.5_WT_0",-0.0725328738754647,0.0571847303556715,"22.5","WT","0","22.5",0.14375,0.149055184132142
87,"22.5_WT_0",-0.0730024721283391,0.0640502648688985,"22.5","WT","0","22.5",0.14,0.151416775591595
88,"22.5_WT_0",-0.101610576969541,0.0560913875106211,"22.5","WT","0","22.5",0.137291666666667,0.148196038989651
89,"22.5_WT_0",-0.0756421415755289,0.0668393450931925,"22.5","WT","0","22.5",0.138333333333334,0.156506525533993
90,"22.5_WT_0",-0.110513057922395,0.0634595812648938,"22.5","WT","0","22.5",0.13375,0.143901867242345
91,"22.5_WT_0",-0.0830495231644647,0.0495974788405412,"22.5","WT","0","22.5",0.137708333333333,0.150664543564503
92,"22.5_WT_0",-0.101666102102561,0.0405853352262719,"22.5","WT","0","22.5",0.131666666666667,0.14751213756558
93,"22.5_WT_0",-0.0459406496729911,0.0612590276053544,"22.5","WT","0","22.5",0.143125,0.146431288991914
94,"22.5_WT_0",-0.0523611226865302,0.0457789803958429,"22.5","WT","0","22.5",0.134583333333333,0.144648610384307
95,"22.5_WT_0",-0.0542856738367223,0.0445502259597139,"22.5","WT","0","22.5",0.12875,0.150432175447018
96,"22.5_WT_0",-0.0824476019321942,0.0422166639490153,"22.5","WT","0","22.5",0.131041666666667,0.14860841768068
97,"22.5_WT_0",-0.0873409184098185,0.0529970325267987,"22.5","WT","0","22.5",0.13875,0.148657329910473
98,"22.5_WT_0",-0.106206110229624,0.0672821529985572,"22.5","WT","0","22.5",0.141666666666667,0.14352526212502
99,"22.5_WT_0",-0.0792598914366401,0.0553350334251672,"22.5","WT","0","22.5",0.137708333333333,0.150496285483877
100,"22.5_WT_0",-0.0989171029046823,0.0408303203909568,"22.5","WT","0","22.5",0.135625,0.147140127136988
101,"22.5_WT_0",-0.0441925324225984,0.0481909964250918,"22.5","WT","0","22.5",0.133125,0.152154449696682
102,"22.5_WT_0",-0.0371179508446981,0.0276235499704154,"22.5","WT","0","22.5",0.144375,0.150959244752976
103,"22.5_WT_0",-0.0898485049296218,0.0351491258566337,"22.5","WT","0","22.5",0.146458333333333,0.152233302199654
104,"22.5_WT_0",-0.0748282739152894,0.0289477210849053,"22.5","WT","0","22.5",0.146666666666667,0.156951688316112
105,"22.5_WT_0",-0.0750507021834281,0.0316559163772868,"22.5","WT","0","22.5",0.156041666666667,0.15453376900823
106,"22.5_WT_0",-0.0383825415048527,0.0502842495778819,"22.5","WT","0","22.5",0.148125,0.158067691086059
107,"22.5_WT_0",-0.0814151331050799,0.0328223853611033,"22.5","WT","0","22.5",0.146875,0.153608575991237
108,"22.5_WT_0",-0.0927032288894211,0.0457555511915388,"22.5","WT","0","22.5",0.135625,0.148267775775228
109,"22.5_WT_0",-0.10466308639476,0.0330820202313861,"22.5","WT","0","22.5",0.137916666666667,0.149292530116584
110,"22.5_WT_0",-0.0889139505708331,0.0233081470379871,"22.5","WT","0","22.5",0.138125,0.149813831229889
111,"22.5_WT_0",-0.0988738478771541,0.0222758748453344,"22.5","WT","0","22.5",0.143541666666667,0.150235420003444
112,"22.5_WT_0",-0.0397216644091696,0.0326613397443514,"22.5","WT","0","22.5",0.141458333333333,0.14795128702831
113,"22.5_WT_0",-0.0805985505916321,0.0287669634810614,"22.5","WT","0","22.5",0.141875,0.14468723752076
114,"22.5_WT_0",-0.046744580751074,0.0267245712066376,"22.5","WT","0","22.5",0.135833333333334,0.142771275657178
115,"22.5_WT_0",-0.00695494393369552,0.0455077641193964,"22.5","WT","0","22.5",0.132916666666667,0.145672753853553
116,"22.5_WT_0",-0.0654132270373573,0.0386698231029428,"22.5","WT","0","22.5",0.133958333333334,0.145194882208171
117,"22.5_WT_0",-0.0362131888085676,0.0407154339202251,"22.5","WT","0","22.5",0.136666666666667,0.144572826227246
118,"22.5_WT_0",-0.0882851179326229,0.0255307203509958,"22.5","WT","0","22.5",0.137916666666667,0.144319749529185
119,"22.5_WT_0",-0.0652350155075414,0.0452388101281941,"22.5","WT","0","22.5",0.137083333333333,0.142243235413264
120,"22.5_WT_0",-0.0507656910395696,0.0203658427663918,"22.5","WT","0","22.5",0.183333333333334,0.15608973262079
-9,"32.5_WT_0",-0.0153279202326924,0.0135246571948134,"32.5","WT","0","32.5",0.0216666666666668,0.0175510787299055
-8,"32.5_WT_0",-0.00306383164962918,0.0146125979858675,"32.5","WT","0","32.5",0.00708333333333311,0.0234927589316841
-7,"32.5_WT_0",-0.0269601472557112,0.021400272782152,"32.5","WT","0","32.5",0.0208333333333334,0.0201771666880055
-6,"32.5_WT_0",0.0187015798859434,0.0135558249780252,"32.5","WT","0","32.5",0.0262499999999999,0.0181692467586793
-5,"32.5_WT_0",0.0265460590102044,0.0100928786879108,"32.5","WT","0","32.5",0.0199999999999999,0.0184654331718004
-4,"32.5_WT_0",-0.00680917724567358,0.0107893686600367,"32.5","WT","0","32.5",0.0258333333333331,0.0196579915541859
-3,"32.5_WT_0",-0.00897937640327418,0.022502362136433,"32.5","WT","0","32.5",0.0312499999999999,0.0199391435233425
-2,"32.5_WT_0",0.00718397829300582,0.00784250074136184,"32.5","WT","0","32.5",0.0287499999999999,0.0161259958779469
-1,"32.5_WT_0",0.0087088355978269,0.0244406949597316,"32.5","WT","0","32.5",0.0297916666666667,0.0176426477840864
0,"32.5_WT_0",-0.0128147087033944,0.0242999024774164,"32.5","WT","0","32.5",0.0362499999999999,0.0186088436636992
1,"32.5_WT_0",-0.0264772576250924,0.0230700638140497,"32.5","WT","0","32.5",32.4670833333333,1.0396843951378
2,"32.5_WT_0",0.0163275661422442,0.0160096965096923,"32.5","WT","0","32.5",32.7985416666667,0.932508389614479
3,"32.5_WT_0",-0.00154212170982534,0.0238593011136819,"32.5","WT","0","32.5",32.6397916666667,0.839714591166579
4,"32.5_WT_0",0.0852546326179664,0.0335326970120525,"32.5","WT","0","32.5",32.5835416666667,0.742265558760625
5,"32.5_WT_0",0.147703731081866,0.0506153306095466,"32.5","WT","0","32.5",32.4625,0.731251261276215
6,"32.5_WT_0",0.200729530298293,0.0535093077874727,"32.5","WT","0","32.5",32.37,0.730033071572978
7,"32.5_WT_0",0.287199963085352,0.0592120641449913,"32.5","WT","0","32.5",32.258125,0.717895506556027
8,"32.5_WT_0",0.284706953671682,0.0760466541535275,"32.5","WT","0","32.5",32.1347916666667,0.70926337533407
9,"32.5_WT_0",0.348719579997553,0.0874128392084511,"32.5","WT","0","32.5",32.05125,0.705344444644088
10,"32.5_WT_0",0.382464660499492,0.0833649542495546,"32.5","WT","0","32.5",31.9577083333333,0.710929952646142
11,"32.5_WT_0",0.401211753020216,0.0815192746160812,"32.5","WT","0","32.5",31.8497916666667,0.699748482219187
12,"32.5_WT_0",0.392316304595074,0.10294434902507,"32.5","WT","0","32.5",31.74,0.687864849527345
13,"32.5_WT_0",0.44570101535398,0.0784453613059191,"32.5","WT","0","32.5",31.6522916666667,0.668497599695475
14,"32.5_WT_0",0.396829941109001,0.0639483320736457,"32.5","WT","0","32.5",31.5927083333333,0.654834700701677
15,"32.5_WT_0",0.397534581714338,0.0861522547816961,"32.5","WT","0","32.5",31.6514583333333,0.584618617520336
16,"32.5_WT_0",0.409076307491541,0.0782149612215118,"32.5","WT","0","32.5",31.5685416666667,0.582384868808133
17,"32.5_WT_0",0.40884710880327,0.0716171799122015,"32.5","WT","0","32.5",31.4775,0.578101031785439
18,"32.5_WT_0",0.428287465346922,0.0727756024056761,"32.5","WT","0","32.5",31.37,0.578214932944969
19,"32.5_WT_0",0.452173627399985,0.0846679457981885,"32.5","WT","0","32.5",31.28125,0.577850629338056
20,"32.5_WT_0",0.470395339526686,0.0767323098993385,"32.5","WT","0","32.5",31.1852083333333,0.569267774084492
21,"32.5_WT_0",0.419318868117448,0.0829335864094747,"32.5","WT","0","32.5",32.3385416666667,1.08825135682204
22,"32.5_WT_0",0.418878013699136,0.092950399553468,"32.5","WT","0","32.5",32.614375,1.36421060431176
23,"32.5_WT_0",0.40258250606355,0.0895855539435994,"32.5","WT","0","32.5",33.0314583333333,1.17713234595598
24,"32.5_WT_0",0.391135689544156,0.0970720645577151,"32.5","WT","0","32.5",32.9347916666667,1.06591193391765
25,"32.5_WT_0",0.435290650555979,0.103735268274374,"32.5","WT","0","32.5",32.8735416666667,0.953639922382919
26,"32.5_WT_0",0.384533925006718,0.0877680542560251,"32.5","WT","0","32.5",32.70375,0.896250786939837
27,"32.5_WT_0",0.350235519232645,0.0943485318767817,"32.5","WT","0","32.5",32.5595833333333,0.84026468940679
28,"32.5_WT_0",0.386565243040105,0.0802179333500101,"32.5","WT","0","32.5",32.329375,0.725539221171629
29,"32.5_WT_0",0.388679852669399,0.0853601541873202,"32.5","WT","0","32.5",32.0710416666667,0.584460258189363
30,"32.5_WT_0",0.367962645261904,0.0691933086140232,"32.5","WT","0","32.5",31.978125,0.578696133052331
31,"32.5_WT_0",0.307550412468484,0.0694907250955571,"32.5","WT","0","32.5",31.8925,0.56955313791579
32,"32.5_WT_0",0.282909511025177,0.078960922261997,"32.5","WT","0","32.5",31.7954166666667,0.566860184481146
33,"32.5_WT_0",0.289554960510835,0.0886049324979163,"32.5","WT","0","32.5",31.7047916666667,0.560930352399526
34,"32.5_WT_0",0.297216951256589,0.0674493038651486,"32.5","WT","0","32.5",31.584375,0.555372474173364
35,"32.5_WT_0",0.252133586817139,0.0847725297088776,"32.5","WT","0","32.5",31.499375,0.55114096065067
36,"32.5_WT_0",0.232964963572294,0.0788181360755871,"32.5","WT","0","32.5",31.4047916666667,0.549931103639356
37,"32.5_WT_0",0.200487508513655,0.0637029583911417,"32.5","WT","0","32.5",31.49,0.44836177012511
38,"32.5_WT_0",0.230084074487064,0.0665918697181571,"32.5","WT","0","32.5",31.3989583333333,0.448044192117561
39,"32.5_WT_0",0.200668601458648,0.0776026865865866,"32.5","WT","0","32.5",31.3235416666667,0.447996431851179
40,"32.5_WT_0",0.20969193406814,0.0795795734051799,"32.5","WT","0","32.5",31.3152083333333,0.391048742388479
41,"32.5_WT_0",0.191909923203736,0.0612715913989255,"32.5","WT","0","32.5",31.5895833333333,0.384333359307241
42,"32.5_WT_0",0.182102655754514,0.0585754642723388,"32.5","WT","0","32.5",31.4727083333333,0.381306120641786
43,"32.5_WT_0",0.139321668368882,0.065003058273589,"32.5","WT","0","32.5",31.390625,0.376433169930084
44,"32.5_WT_0",0.186474039635844,0.0758903583965753,"32.5","WT","0","32.5",31.3016666666667,0.369139918613375
45,"32.5_WT_0",0.16376444529186,0.0483763281405826,"32.5","WT","0","32.5",31.2045833333333,0.369540936125109
46,"32.5_WT_0",0.126541413709693,0.0580786495092478,"32.5","WT","0","32.5",31.2033333333333,0.316866439178682
47,"32.5_WT_0",0.110008994434876,0.0510903034593319,"32.5","WT","0","32.5",31.109375,0.317955334312943
48,"32.5_WT_0",0.113289864813722,0.0643571000787509,"32.5","WT","0","32.5",31.0314583333333,0.296347008554442
49,"32.5_WT_0",0.140532804819758,0.0521737682845062,"32.5","WT","0","32.5",31.3041666666667,0.306907775744604
50,"32.5_WT_0",0.0893838167601145,0.0661391742244033,"32.5","WT","0","32.5",31.2033333333333,0.31180937574992
51,"32.5_WT_0",0.0714163554351833,0.045679288276553,"32.5","WT","0","32.5",31.7466666666667,0.401871354960142
52,"32.5_WT_0",0.113334616484884,0.0309703284500733,"32.5","WT","0","32.5",31.7685416666667,0.498782523828161
53,"32.5_WT_0",0.104357589840061,0.043541927314321,"32.5","WT","0","32.5",31.6595833333333,0.502503541308692
54,"32.5_WT_0",0.100541726925684,0.0286712199542265,"32.5","WT","0","32.5",31.5710416666667,0.496319067926571
55,"32.5_WT_0",0.104419732065277,0.0277867182453556,"32.5","WT","0","32.5",31.46375,0.490508036305782
56,"32.5_WT_0",0.0725628771667162,0.0352389044803215,"32.5","WT","0","32.5",31.3754166666667,0.502416318522851
57,"32.5_WT_0",0.0539364024301198,0.0300427707986772,"32.5","WT","0","32.5",31.279375,0.493507148434098
58,"32.5_WT_0",0.0699967159218751,0.03899061834329,"32.5","WT","0","32.5",31.1770833333333,0.487838535410996
59,"32.5_WT_0",0.0294755764308531,0.0475695063702139,"32.5","WT","0","32.5",31.0983333333333,0.483208002787963
60,"32.5_WT_0",0.028835358271888,0.0357221125903698,"32.5","WT","0","32.5",30.9985416666667,0.477500681718536
61,"32.5_WT_0",0.0407258705062036,0.0312585556775221,"32.5","WT","0","32.5",1.95854166666667,0.209630441193544
62,"32.5_WT_0",-0.0168911684517454,0.0369834948218125,"32.5","WT","0","32.5",0.578541666666667,0.176164466538611
63,"32.5_WT_0",0.00946669947386819,0.0298361232298344,"32.5","WT","0","32.5",0.437291666666667,0.160722584386714
64,"32.5_WT_0",-0.00810667851252138,0.0189141501009928,"32.5","WT","0","32.5",0.245,0.19583898484753
65,"32.5_WT_0",-0.0673981378483212,0.0263215597990802,"32.5","WT","0","32.5",0.250833333333333,0.189221380670308
66,"32.5_WT_0",-0.105741485976947,0.0264460429059526,"32.5","WT","0","32.5",0.1325,0.0888062224108698
67,"32.5_WT_0",-0.108148024398995,0.0463780788644715,"32.5","WT","0","32.5",0.0510416666666666,0.0706822837990932
68,"32.5_WT_0",-0.156206266854272,0.0431145513822485,"32.5","WT","0","32.5",0.0547916666666666,0.07294463749234
69,"32.5_WT_0",-0.1243734358037,0.0401804866833608,"32.5","WT","0","32.5",0.0533333333333336,0.0697422088440311
70,"32.5_WT_0",-0.154343501332602,0.0382767001000971,"32.5","WT","0","32.5",0.0491666666666668,0.0736955425118177
71,"32.5_WT_0",-0.199658503073541,0.0548769592999246,"32.5","WT","0","32.5",0.0552083333333332,0.0732603507571152
72,"32.5_WT_0",-0.184617300796786,0.0549612702881302,"32.5","WT","0","32.5",0.0435416666666666,0.0705688997934328
73,"32.5_WT_0",-0.177119570557528,0.0629999844024115,"32.5","WT","0","32.5",0.0414583333333333,0.0692198277129547
74,"32.5_WT_0",-0.180356417604483,0.0646772113520734,"32.5","WT","0","32.5",0.0414583333333333,0.0698921850761745
75,"32.5_WT_0",-0.202742819368122,0.0799985930393667,"32.5","WT","0","32.5",0.0443750000000002,0.0651392405522372
76,"32.5_WT_0",-0.21036855873168,0.0586520342243669,"32.5","WT","0","32.5",0.0479166666666665,0.0745305038688485
77,"32.5_WT_0",-0.168636272080864,0.054318580323635,"32.5","WT","0","32.5",0.0537499999999999,0.0755137209294517
78,"32.5_WT_0",-0.170391365081317,0.0804023472947457,"32.5","WT","0","32.5",0.05625,0.0817844335823688
79,"32.5_WT_0",-0.200766899945679,0.0628576565387445,"32.5","WT","0","32.5",0.0512500000000003,0.0776495253348161
80,"32.5_WT_0",-0.17854662455558,0.0607748206567669,"32.5","WT","0","32.5",0.0614583333333334,0.0738129439491777
81,"32.5_WT_0",-0.226689082506039,0.067566898971251,"32.5","WT","0","32.5",0.0529166666666667,0.0733302260231831
82,"32.5_WT_0",-0.215158582112179,0.0593057357699679,"32.5","WT","0","32.5",0.0466666666666669,0.0699651140748017
83,"32.5_WT_0",-0.212454834316744,0.0565286914015003,"32.5","WT","0","32.5",0.053125,0.0755053863512767
84,"32.5_WT_0",-0.191997419740479,0.0520277344258506,"32.5","WT","0","32.5",0.055,0.0740964086699063
85,"32.5_WT_0",-0.156650049698979,0.0692861254981378,"32.5","WT","0","32.5",0.0558333333333334,0.0705306030898805
86,"32.5_WT_0",-0.18564150024134,0.0548403881733182,"32.5","WT","0","32.5",0.0583333333333336,0.0760616412121702
87,"32.5_WT_0",-0.194545675152225,0.0500673023817299,"32.5","WT","0","32.5",0.0504166666666667,0.0768306669819343
88,"32.5_WT_0",-0.176154040542457,0.0522478249713696,"32.5","WT","0","32.5",0.0631249999999997,0.0746436848467437
89,"32.5_WT_0",-0.183189879707956,0.0415914144071581,"32.5","WT","0","32.5",0.0522916666666666,0.0788662061482752
90,"32.5_WT_0",-0.14728096452644,0.0435711726332995,"32.5","WT","0","32.5",0.0520833333333334,0.0801379561374565
91,"32.5_WT_0",-0.169596738352394,0.0639209175566079,"32.5","WT","0","32.5",0.0579166666666669,0.0727025128997923
92,"32.5_WT_0",-0.164961925052639,0.0487726270531118,"32.5","WT","0","32.5",0.0497916666666667,0.0753488703096767
93,"32.5_WT_0",-0.144153693093011,0.0479862614174549,"32.5","WT","0","32.5",0.0493750000000001,0.0741872923099218
94,"32.5_WT_0",-0.158511114363296,0.0389620390703911,"32.5","WT","0","32.5",0.0558333333333336,0.0726248625452898
