"Trial_ID","Time","Frame","RelTime","Pressure_Level","Genotype","StimulusDuration","Type_Experiment","Category_pressure","Basal_pressure","Bins","File_name","Avg_Speed","Avg_Y_displacement","Avg_Y_displacement_Up","Avg_Y_displacement_Down","Avg_Y_movement","Num_Tracks_Up","Num_Tracks_Down","Tortuosity","Straightness_X","Straightness_Y","PressVal","ParticleCount","PartPc","Corr_Avg_Speed","Corr_Avg_Y_displacement","Corr_Avg_Y_displacement_Up","Corr_Avg_Y_displacement_Down","Corr_Avg_Y_movement","Corr_Num_Tracks_Up","Corr_Num_Tracks_Down"
"131220_E001",1,1,-9,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_100.res",2.42576548873479,-0.185278594040128,0.509927660254915,-0.63064510069789,-0.185278594040128,41,64,0.354934453480229,0.0208118883088572,0.00412126097961173,NA,NA,NA,0.197224348952214,-0.00274711485574841,-0.0265701473054992,0.0158600101261239,-0.00274711485574841,1.7,2.7
"131220_E001",2,2,-8,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_101.res",2.2618019714078,-0.237334986971592,0.473230602679263,-0.681438480503376,-0.237334986971592,40,64,0.421391326771577,0.00592520928329797,2.59492552008857e-05,NA,NA,NA,0.0332608316252241,-0.0548035077872124,-0.0632672048811512,-0.034933369679362,-0.0548035077872124,0.700000000000003,2.7
"131220_E001",3,3,-7,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_102.res",2.38061027346885,-0.189457144028634,0.545037304202287,-0.663324529984067,-0.189457144028634,40,62,0.402259545235857,0.0260006756032519,-0.0193992297529923,NA,NA,NA,0.152069133686274,-0.00692566484425441,0.00853949664187281,-0.016819419160053,-0.00692566484425441,0.700000000000003,0.700000000000003
"131220_E001",4,4,-6,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_103.res",2.10515216387167,-0.130342318697343,0.573976413456679,-0.571235009526035,-0.130342318697343,38,61,0.432196035846583,-0.021730638411131,0.0345926799273518,NA,NA,NA,-0.123388975910906,0.0521891604870366,0.0374786058962648,0.075270101297979,0.0521891604870366,-1.3,-0.299999999999997
"131220_E001",5,5,-5,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_104.res",2.27662638024959,-0.165828489695276,0.540713296876369,-0.698923839041226,-0.165828489695276,39,52,0.407934621385098,0.0235883847555009,0.0345118349846309,NA,NA,NA,0.0480852404670138,0.0167029894891036,0.00421548931595483,-0.0524187282172121,0.0167029894891036,-0.299999999999997,-9.3
"131220_E001",6,6,-4,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_105.res",2.16176954953902,-0.173336758928103,0.567929185201505,-0.698710076247795,-0.173336758928103,43,61,0.439925237738482,0.0135445577456783,0.0179654200290508,NA,NA,NA,-0.0667715902435559,0.0091947202562766,0.0314313776410908,-0.0522049654237811,0.0091947202562766,3.7,-0.299999999999997
"131220_E001",7,7,-3,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_106.res",2.26638699908881,-0.103223346662604,0.548655564928864,-0.580491835506358,-0.103223346662604,41,56,0.395463310080323,0.0552433754113365,0.0497557071964878,NA,NA,NA,0.0378458593062341,0.0793081325217756,0.0121577573684498,0.066013275317656,0.0793081325217756,1.7,-5.3
"131220_E001",8,8,-2,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_107.res",2.03104489163176,-0.219880406023157,0.486229844600609,-0.582029746118136,-0.219880406023157,32,63,0.404565300168472,0.00923752490419731,0.00580732308732917,NA,NA,NA,-0.197496248150816,-0.0373489268387774,-0.0502679629598052,0.064475364705878,-0.0373489268387774,-7.3,1.7
"131220_E001",9,9,-1,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_108.res",2.13990697211501,-0.179345581221773,0.547630114169607,-0.643764206569027,-0.179345581221773,40,63,0.438009140179241,-0.0614496463244507,0.0269718769777653,NA,NA,NA,-0.0886341676675659,0.0031858979626066,0.0111323066091928,0.00274090425498696,0.0031858979626066,0.700000000000003,1.7
"131220_E001",10,10,0,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_109.res",2.23634670771846,-0.241287165575186,0.571648089234044,-0.71448828404623,-0.241287165575186,39,67,0.437235981102471,-0.00511400797440669,0.0015570292304168,NA,NA,NA,0.00780556793588394,-0.0587556863908064,0.0351502816736298,-0.067983173222216,-0.0587556863908064,-0.299999999999997,5.7
"131220_E001",11,11,1,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_110.res",2.56386351795091,-0.994055143242754,0.435641768922006,-1.27999452567571,-0.994055143242754,10,50,0.569110936573889,0.0235598916575111,-0.313971360086643,NA,NA,NA,0.335322378168334,-0.811523664058374,-0.100856038638408,-0.633489414851696,-0.811523664058374,-29.3,-11.3
"131220_E001",12,12,2,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_111.res",2.83570174294363,-0.402171564293382,0.550225444243517,-0.921027106277974,-0.402171564293382,52,97,NA,0.0143958204797042,-0.0482269556815331,NA,NA,NA,0.607160603161054,-0.219640085109002,0.0137276366831028,-0.27452199545396,-0.219640085109002,12.7,35.7
"131220_E001",13,13,3,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_112.res",2.48911675738298,-0.234043307973287,0.517395146411514,-0.737212947390957,-0.234043307973287,60,91,NA,0.0105729709324488,-0.0147941378107386,NA,NA,NA,0.260575617600404,-0.0515118287889074,-0.0191026611489002,-0.090707836566943,-0.0515118287889074,20.7,29.7
"131220_E001",14,14,4,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_113.res",2.70599433686452,-0.273961232096775,0.558419335538898,-0.841273103134235,-0.273961232096775,60,89,0.452988442779021,-0.103387136746415,-0.0113300927161297,NA,NA,NA,0.477453197081944,-0.0914297529123954,0.0219215279784838,-0.194767992310221,-0.0914297529123954,20.7,27.7
"131220_E001",15,15,5,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_114.res",2.68322030417847,-0.337200168714417,0.521830858783277,-0.792871237594408,-0.337200168714417,50,95,NA,-0.0372434102581112,-0.028997889767367,NA,NA,NA,0.454679164395894,-0.154668689530037,-0.0146669487771373,-0.146366126770394,-0.154668689530037,10.7,33.7
"131220_E001",16,16,6,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_115.res",2.79452033150164,-0.243864602170286,0.519649063384427,-0.849409923127472,-0.243864602170286,92,116,0.398883910074857,-0.0225238650932298,-0.0223630066951852,NA,NA,NA,0.565979191719064,-0.0613331229859064,-0.0168487441759873,-0.202904812303458,-0.0613331229859064,52.7,54.7
"131220_E001",17,17,7,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_116.res",2.86957261891923,-0.308600989809131,0.456842410368243,-0.827916570565273,-0.308600989809131,84,125,0.371098146579157,-0.0318617556144369,-0.0178563529808386,NA,NA,NA,0.641031479136654,-0.126069510624751,-0.0796553971921712,-0.181411459741259,-0.126069510624751,44.7,63.7
"131220_E001",18,18,8,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_117.res",2.63659711420982,-0.329864699576307,0.483464819727721,-0.735158029584111,-0.329864699576306,55,112,0.401867713448994,0.00546960114126035,0.00989400996959824,NA,NA,NA,0.408055974427244,-0.147333220391927,-0.0530329878326932,-0.0886529187600971,-0.147333220391926,15.7,50.7
"131220_E001",19,19,9,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_118.res",2.67994384312007,-0.188224199113491,0.611497677228887,-0.755768756517759,-0.188224199113491,66,93,0.407028186423286,-0.0169132244482509,0.0190279694274191,NA,NA,NA,0.451402703337494,-0.00569271992911141,0.0749998696684728,-0.109263645693745,-0.00569271992911141,26.7,31.7
"131220_E001",20,20,10,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_119.res",2.77686588683293,-0.179601247304867,0.496283273831451,-0.759980346976271,-0.179601247304867,79,92,0.38559309517805,-0.0146618892594913,-0.00818696615389604,NA,NA,NA,0.548324747050354,0.00293023187951258,-0.0402145337289632,-0.113475236152257,0.00293023187951258,39.7,30.7
"131220_E001",21,21,11,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_120.res",2.82499037936055,-0.341380593756121,0.52130663970079,-0.840497415868949,-0.341380593756121,75,131,0.391822714329615,0.001213170469925,-0.0322981604084302,NA,NA,NA,0.596449239577974,-0.158849114571741,-0.0151911678596242,-0.193992305044935,-0.158849114571741,35.7,69.7
"131220_E001",22,22,12,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_121.res",3.08037080434926,-0.483530949549517,0.466473661313705,-0.905464106637578,-0.483530949549517,67,152,0.395041531809795,-0.026359758598306,-0.0661249306175503,NA,NA,NA,0.851829664566684,-0.300999470365137,-0.0700241462467092,-0.258958995813564,-0.300999470365137,27.7,90.7
"131220_E001",23,23,13,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_122.res",2.59473603165197,-0.31039909129918,0.611751736524029,-0.788873577433864,-0.31039909129918,55,106,0.421154567509778,-0.00995894805534335,-0.00372393192759882,NA,NA,NA,0.366194891869394,-0.1278676121148,0.0752539289636148,-0.14236846660985,-0.1278676121148,15.7,44.7
"131220_E001",24,24,14,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_123.res",2.71284852351066,-0.309209714851252,0.503430499947456,-0.804181482046829,-0.309209714851252,67,110,0.403385967156467,0.00441380231422574,-0.0139443470379842,NA,NA,NA,0.484307383728084,-0.126678235666872,-0.0330673076129582,-0.157676371222815,-0.126678235666872,27.7,48.7
"131220_E001",25,25,15,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_124.res",2.85462405210727,-0.223939390345709,0.695329014354277,-0.736608308351471,-0.223939390345709,58,104,0.386240531375693,-0.0406301667220291,0.0143315659654551,NA,NA,NA,0.626082912324694,-0.0414079111613294,0.158831206793863,-0.090103197527457,-0.0414079111613294,18.7,42.7
"131220_E001",26,26,16,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_125.res",2.48923689672404,-0.252103648173988,0.51551158190683,-0.741796145194873,-0.252103648173988,59,93,0.412364323679585,-0.0105080338157754,0.0181901361611017,NA,NA,NA,0.260695756941464,-0.0695721689896084,-0.0209862256535842,-0.0952910343708591,-0.0695721689896084,19.7,31.7
"131220_E001",27,27,17,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_126.res",2.959151874876,-0.40200499909174,0.583863525428632,-1.00544376213867,-0.40200499909174,81,133,0.400739931991624,0.00344591456984189,-0.0173933439294969,NA,NA,NA,0.730610735093424,-0.21947351990736,0.0473657178682177,-0.358938651314656,-0.21947351990736,41.7,71.7
"131220_E001",28,28,18,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_127.res",2.5910664721115,-0.242372980520643,0.626421107122891,-0.756175935578647,-0.242372980520643,55,93,0.426485829730264,-0.0250265416612958,0.000323205289107908,NA,NA,NA,0.362525332328924,-0.0598415013362634,0.0899232995624768,-0.109670824754633,-0.0598415013362634,15.7,31.7
"131220_E001",29,29,19,"988","WT",60,"Step","988",0,NA,"131220_E001T_1.avi_lane_128.res",2.53391289953806,-0.0886806796305915,0.653375156355787,-0.620153102701916,-0.0886806796305915,53,74,0.402208721879626,2.23225381253413e-06,0.049355724016915,NA,NA,NA,0.305371759755484,0.0938507995537881,0.116877348795373,0.0263520081220979,0.0938507995537881,13.7,12.7
